sno,Rooms,Bathrooms,Area,Converted_Area,Dogs_allowed,Cats_allowed
1803,2,2.0,1251sf,1251.0,not allowed,not allowed
1804,6,6.0,4779sf,4779.0,allowed,allowed
1805,3,2.0,0,0.0,not allowed,not allowed
1806,2,2.0,1208sf,1208.0,not allowed,not allowed
1807,2,2.0,1273sf,1273.0,not allowed,not allowed
1808,1,1.0,839sf,839.0,not allowed,not allowed
1810,1,1.0,440sf,440.0,not allowed,not allowed
1811,3,3.0,1291sf,1291.0,not allowed,not allowed
1812,3,2.0,1658sf,1658.0,not allowed,not allowed
1813,3,2.0,825sf,825.0,not allowed,not allowed
1814,2,2.0,1099sf,1099.0,not allowed,not allowed
1815,1,1.0,0,0.0,not allowed,not allowed
1816,1,1.0,756sf,756.0,allowed,allowed
1817,2,1.0,6614sf,6614.0,not allowed,not allowed
1818,4,3.0,1850sf,1850.0,not allowed,not allowed
1820,2,2.0,1120sf,1120.0,not allowed,not allowed
1821,1,1.0,0,0.0,not allowed,not allowed
1822,2,2.0,1012sf,1012.0,allowed,allowed
1823,3,1.0,1161sf,1161.0,not allowed,allowed
1824,2,2.0,0,0.0,not allowed,not allowed
1825,2,2.0,1621sf,1621.0,allowed,allowed
1826,2,1.0,700sf,700.0,not allowed,not allowed
1827,3,1.0,0,0.0,not allowed,not allowed
1828,1,1.0,0,0.0,not allowed,not allowed
1829,1,1.0,747sf,747.0,not allowed,not allowed
1830,5,3.0,0,0.0,not allowed,not allowed
1831,3,2.0,1300sf,1300.0,not allowed,not allowed
1832,2,3.0,1236sf,1236.0,not allowed,not allowed
1834,1,1.0,825sf,825.0,not allowed,not allowed
1835,3,2.0,1200sf,1200.0,not allowed,not allowed
1836,1,1.0,0,0.0,not allowed,not allowed
1837,6,4.0,0,0.0,not allowed,not allowed
1838,3,2.0,1110sf,1110.0,not allowed,not allowed
1839,1,1.0,665sf,665.0,not allowed,not allowed
1840,1,1.0,0,0.0,not allowed,not allowed
1841,1,1.0,726sf,726.0,not allowed,not allowed
1842,2,3.0,1666sf,1666.0,not allowed,not allowed
1844,3,2.0,1706sf,1706.0,not allowed,not allowed
1845,3,2.0,1330sf,1330.0,not allowed,not allowed
1846,1,1.0,1sf,1.0,allowed,allowed
1847,1,1.0,0,0.0,allowed,allowed
1848,1,1.0,0,0.0,not allowed,not allowed
1849,3,3.0,2022sf,2022.0,not allowed,not allowed
1850,1,1.0,0,0.0,not allowed,not allowed
1851,1,2.0,0,0.0,allowed,allowed
1852,1,1.0,355sf,355.0,not allowed,not allowed
1853,3,2.0,0,0.0,not allowed,not allowed
1854,5,2.0,0,0.0,not allowed,not allowed
1855,3,2.0,1302sf,1302.0,not allowed,not allowed
1856,2,1.0,2297sf,2297.0,not allowed,not allowed
1858,1,1.0,446sf,446.0,not allowed,not allowed
1859,2,2.0,1030sf,1030.0,not allowed,not allowed
1860,8,6.0,0,0.0,not allowed,not allowed
1861,1,1.0,628sf,628.0,not allowed,not allowed
1862,1,1.0,0,0.0,not allowed,not allowed
1863,1,1.0,903sf,903.0,not allowed,not allowed
1864,2,2.0,1700sf,1700.0,not allowed,not allowed
1865,1,1.0,0,0.0,not allowed,not allowed
1866,1,1.0,0,0.0,not allowed,not allowed
1868,2,2.0,0,0.0,not allowed,not allowed
1869,2,2.0,706sf,706.0,not allowed,not allowed
1870,1,2.0,0,0.0,allowed,allowed
1871,1,1.0,0,0.0,not allowed,not allowed
1872,3,2.0,0,0.0,not allowed,not allowed
1873,1,2.0,800sf,800.0,allowed,allowed
1874,3,2.0,1428sf,1428.0,allowed,allowed
1875,1,1.0,716sf,716.0,not allowed,not allowed
1876,2,2.0,1020sf,1020.0,not allowed,not allowed
1877,5,3.5,3951sf,3951.0,not allowed,not allowed
1878,3,2.5,2044sf,2044.0,not allowed,not allowed
1879,2,1.0,935sf,935.0,not allowed,not allowed
1880,6,6.0,3411sf,3411.0,not allowed,not allowed
1882,3,2.0,2001sf,2001.0,not allowed,not allowed
1883,2,1.0,1516sf,1516.0,not allowed,not allowed
1884,2,2.0,905sf,905.0,not allowed,not allowed
1885,3,2.0,1247sf,1247.0,not allowed,not allowed
1886,2,2.0,1080sf,1080.0,not allowed,not allowed
1887,1,1.0,0,0.0,not allowed,not allowed
1888,2,2.0,900sf,900.0,not allowed,not allowed
1889,2,2.0,1278sf,1278.0,not allowed,not allowed
1890,3,2.5,1476sf,1476.0,not allowed,not allowed
1892,3,2.5,1516sf,1516.0,not allowed,not allowed
1893,2,2.0,1071sf,1071.0,not allowed,not allowed
1894,3,2.0,1500sf,1500.0,not allowed,not allowed
1895,2,2.0,1000sf,1000.0,not allowed,not allowed
1896,3,2.0,2290sf,2290.0,not allowed,not allowed
1897,4,2.0,2164sf,2164.0,not allowed,not allowed
1898,1,1.0,275sf,275.0,not allowed,not allowed
1899,2,2.5,987sf,987.0,not allowed,not allowed
1900,1,1.0,650sf,650.0,not allowed,not allowed
1901,1,1.0,800sf,800.0,not allowed,not allowed
1902,4,4.0,1000sf,1000.0,not allowed,not allowed
1903,4,2.0,3013sf,3013.0,not allowed,not allowed
1904,2,2.0,1124sf,1124.0,not allowed,not allowed
1906,3,3.0,0,0.0,not allowed,not allowed
1907,5,3.5,2709sf,2709.0,not allowed,not allowed
1908,2,2.0,0,0.0,not allowed,not allowed
1909,3,3.0,1800sf,1800.0,not allowed,not allowed
1910,1,1.0,691sf,691.0,not allowed,not allowed
1911,5,5.0,0,0.0,not allowed,not allowed
1912,2,2.0,1200sf,1200.0,allowed,allowed
1913,1,1.0,665sf,665.0,not allowed,not allowed
1914,4,3.0,2411sf,2411.0,not allowed,not allowed
1916,1,1.0,0,0.0,not allowed,not allowed
1917,1,1.0,0,0.0,not allowed,not allowed
1918,3,2.0,2129sf,2129.0,not allowed,not allowed
1919,1,1.0,450sf,450.0,not allowed,not allowed
1920,3,2.0,1244sf,1244.0,not allowed,not allowed
1921,4,3.5,3040sf,3040.0,not allowed,not allowed
1922,6,5.0,0,0.0,not allowed,not allowed
1923,4,4.0,0,0.0,not allowed,not allowed
1924,2,2.0,1235sf,1235.0,not allowed,not allowed
1925,1,1.0,0,0.0,not allowed,not allowed
1926,3,2.5,1594sf,1594.0,not allowed,not allowed
1927,3,2.0,1419sf,1419.0,not allowed,not allowed
1928,9,5.0,0,0.0,not allowed,not allowed
1930,3,2.5,1431sf,1431.0,not allowed,not allowed
1931,4,3.5,4534sf,4534.0,not allowed,not allowed
1932,4,3.5,2613sf,2613.0,not allowed,not allowed
1933,8,6.0,0,0.0,not allowed,not allowed
1934,3,2.5,1723sf,1723.0,not allowed,not allowed
1935,1,1.0,675sf,675.0,not allowed,not allowed
1936,3,2.0,1398sf,1398.0,not allowed,not allowed
1937,3,2.0,1322sf,1322.0,not allowed,not allowed
1938,3,2.0,1500sf,1500.0,allowed,allowed
1940,4,3.0,0,0.0,not allowed,not allowed
1941,1,1.0,0,0.0,allowed,allowed
1942,7,6.0,3543sf,3543.0,not allowed,not allowed
1943,2,2.0,850sf,850.0,not allowed,not allowed
1944,1,1.0,650sf,650.0,not allowed,not allowed
1945,2,2.0,1250sf,1250.0,not allowed,not allowed
1946,3,2.5,1532sf,1532.0,not allowed,not allowed
1947,2,2.0,1165sf,1165.0,not allowed,not allowed
1948,2,1.0,0,0.0,not allowed,not allowed
1949,2,2.0,1400sf,1400.0,not allowed,not allowed
1950,2,2.0,1006sf,1006.0,not allowed,not allowed
1951,4,3.5,2908sf,2908.0,not allowed,not allowed
1952,3,1.0,0,0.0,allowed,allowed
1954,3,2.0,1381sf,1381.0,not allowed,not allowed
1955,3,2.0,2100sf,2100.0,not allowed,not allowed
1956,1,1.0,1500sf,1500.0,not allowed,not allowed
1957,4,3.0,0,0.0,not allowed,not allowed
1958,3,2.0,0,0.0,not allowed,not allowed
1959,5,5.0,0,0.0,not allowed,not allowed
1960,1,1.0,674sf,674.0,not allowed,not allowed
1961,4,2.0,2611sf,2611.0,not allowed,not allowed
1962,4,2.5,2401sf,2401.0,allowed,allowed
1964,1,1.0,0,0.0,not allowed,not allowed
1965,1,1.0,840sf,840.0,not allowed,not allowed
1966,3,2.5,1492sf,1492.0,not allowed,not allowed
1967,2,2.0,947sf,947.0,not allowed,not allowed
1968,9,5.0,0,0.0,not allowed,not allowed
1969,1,1.0,734sf,734.0,not allowed,not allowed
1970,1,1.0,480sf,480.0,not allowed,not allowed
1971,3,2.0,0,0.0,allowed,allowed
1972,2,2.0,905sf,905.0,not allowed,not allowed
1973,1,2.0,794sf,794.0,not allowed,not allowed
1974,3,2.0,1187sf,1187.0,not allowed,not allowed
1975,5,4.0,0,0.0,not allowed,not allowed
1976,2,2.0,1375sf,1375.0,not allowed,not allowed
1978,2,2.0,0,0.0,not allowed,not allowed
1979,1,1.0,930sf,930.0,not allowed,not allowed
1980,2,1.5,825sf,825.0,not allowed,not allowed
1981,3,2.0,1829sf,1829.0,not allowed,not allowed
1982,3,2.5,1484sf,1484.0,not allowed,not allowed
1983,3,2.5,1492sf,1492.0,not allowed,not allowed
1984,1,1.0,627sf,627.0,not allowed,not allowed
1985,1,1.0,894sf,894.0,not allowed,not allowed
1986,2,2.0,1328sf,1328.0,not allowed,not allowed
1988,3,2.0,0,0.0,not allowed,not allowed
1989,4,2.5,2381sf,2381.0,not allowed,not allowed
1990,1,1.0,0,0.0,not allowed,not allowed
1991,9,6.0,0,0.0,not allowed,not allowed
1992,3,2.0,1114sf,1114.0,not allowed,not allowed
1993,1,1.0,0,0.0,not allowed,not allowed
1994,2,1.0,0,0.0,allowed,allowed
1995,4,2.5,2370sf,2370.0,not allowed,not allowed
1996,10,8.0,0,0.0,not allowed,not allowed
1997,3,2.0,1391sf,1391.0,not allowed,not allowed
1998,3,2.0,1606sf,1606.0,not allowed,not allowed
1999,1,1.0,280sf,280.0,not allowed,not allowed
2000,2,2.0,1486sf,1486.0,not allowed,not allowed
2002,1,1.0,0,0.0,not allowed,not allowed
2003,3,2.0,1656sf,1656.0,not allowed,not allowed
2004,1,1.0,0,0.0,not allowed,not allowed
2005,2,2.0,1056sf,1056.0,not allowed,not allowed
2006,3,2.0,0,0.0,not allowed,not allowed
2007,1,1.0,576sf,576.0,not allowed,not allowed
2008,2,2.5,1240sf,1240.0,not allowed,not allowed
2009,2,2.0,971sf,971.0,not allowed,not allowed
2010,5,5.0,0,0.0,not allowed,not allowed
2012,1,1.0,0,0.0,not allowed,not allowed
2013,2,2.0,0,0.0,not allowed,not allowed
2014,1,1.0,768sf,768.0,not allowed,not allowed
2015,2,2.0,640sf,640.0,not allowed,not allowed
2016,4,3.0,0,0.0,not allowed,not allowed
2017,3,2.0,1193sf,1193.0,not allowed,not allowed
2018,5,2.5,2874sf,2874.0,not allowed,not allowed
2019,4,2.5,2439sf,2439.0,not allowed,not allowed
2020,2,1.0,952sf,952.0,allowed,allowed
2021,1,1.0,643sf,643.0,not allowed,not allowed
2022,4,2.5,1846sf,1846.0,not allowed,not allowed
2023,2,1.0,0,0.0,not allowed,not allowed
2024,3,2.0,0,0.0,not allowed,not allowed
2026,5,5.0,3810sf,3810.0,not allowed,not allowed
2027,7,6.0,0,0.0,not allowed,not allowed
2028,2,1.0,400sf,400.0,allowed,allowed
2029,1,1.0,0,0.0,not allowed,not allowed
2030,4,4.0,3695sf,3695.0,not allowed,not allowed
2031,1,1.0,0,0.0,not allowed,not allowed
2032,3,2.0,0,0.0,not allowed,not allowed
2033,1,1.0,764sf,764.0,not allowed,not allowed
2034,5,5.0,0,0.0,not allowed,not allowed
2036,9,6.0,0,0.0,not allowed,not allowed
2037,2,2.0,0,0.0,not allowed,not allowed
2038,8,6.0,0,0.0,not allowed,not allowed
2039,3,2.0,1388sf,1388.0,not allowed,not allowed
2040,4,3.0,2585sf,2585.0,not allowed,not allowed
2041,1,1.0,1048sf,1048.0,not allowed,not allowed
2042,7,4.0,3810sf,3810.0,not allowed,not allowed
2043,1,1.0,846sf,846.0,not allowed,not allowed
2044,1,1.0,0,0.0,not allowed,not allowed
2045,4,3.0,1861sf,1861.0,not allowed,not allowed
2046,3,2.0,1026sf,1026.0,not allowed,not allowed
2047,4,2.0,0,0.0,not allowed,not allowed
2048,4,1.5,1903sf,1903.0,not allowed,not allowed
2050,12,10.0,0,0.0,not allowed,not allowed
2051,5,4.0,0,0.0,not allowed,not allowed
2052,1,1.0,275sf,275.0,not allowed,not allowed
2053,1,1.0,0,0.0,not allowed,not allowed
2054,9,5.0,0,0.0,not allowed,not allowed
2055,3,2.0,1344sf,1344.0,not allowed,not allowed
2056,2,2.0,0,0.0,not allowed,not allowed
2057,3,2.0,2002sf,2002.0,not allowed,not allowed
2058,2,1.0,933sf,933.0,not allowed,not allowed
2060,1,1.0,0,0.0,not allowed,not allowed
2061,2,1.0,800sf,800.0,not allowed,not allowed
2062,3,2.0,0,0.0,not allowed,not allowed
2063,4,4.5,3342sf,3342.0,not allowed,not allowed
2064,3,2.5,2796sf,2796.0,not allowed,not allowed
2065,1,1.0,856sf,856.0,not allowed,not allowed
2066,3,2.0,0,0.0,not allowed,not allowed
2067,4,2.0,0,0.0,not allowed,not allowed
2068,2,1.0,0,0.0,not allowed,not allowed
2069,10,6.0,0,0.0,not allowed,not allowed
2070,3,1.0,0,0.0,allowed,allowed
2071,1,1.0,301sf,301.0,allowed,allowed
2072,2,2.0,0,0.0,not allowed,not allowed
2074,3,2.0,0,0.0,not allowed,not allowed
2075,4,3.0,0,0.0,not allowed,not allowed
2076,3,2.5,1666sf,1666.0,not allowed,not allowed
2077,1,1.0,0,0.0,not allowed,not allowed
2078,1,1.0,0,0.0,not allowed,not allowed
2079,8,6.0,0,0.0,not allowed,not allowed
2080,3,4.0,1800sf,1800.0,allowed,allowed
2081,2,2.0,1026sf,1026.0,not allowed,not allowed
2082,2,2.0,1190sf,1190.0,not allowed,not allowed
2084,3,2.0,2100sf,2100.0,not allowed,not allowed
2085,2,2.5,1071sf,1071.0,not allowed,not allowed
2086,4,2.0,0,0.0,not allowed,not allowed
2087,1,1.0,0,0.0,not allowed,not allowed
2088,4,2.0,2020sf,2020.0,not allowed,not allowed
2089,2,2.0,978sf,978.0,allowed,allowed
2090,1,1.0,0,0.0,not allowed,not allowed
2091,4,2.0,1904sf,1904.0,not allowed,not allowed
2092,3,2.0,217sf,217.0,not allowed,not allowed
2093,1,1.0,0,0.0,not allowed,not allowed
2094,1,1.0,0,0.0,not allowed,not allowed
2095,2,2.0,602sf,602.0,allowed,allowed
2096,4,4.0,0,0.0,not allowed,not allowed
2098,1,1.0,825sf,825.0,not allowed,not allowed
2099,2,1.0,0,0.0,allowed,allowed
2100,4,3.0,1888sf,1888.0,not allowed,not allowed
2101,6,6.0,0,0.0,not allowed,not allowed
2102,9,5.0,0,0.0,not allowed,not allowed
2103,1,1.0,785sf,785.0,not allowed,not allowed
2104,2,2.0,1073sf,1073.0,not allowed,not allowed
2105,4,2.5,2251sf,2251.0,not allowed,not allowed
2106,2,1.0,998sf,998.0,not allowed,not allowed
2108,3,3.0,1290sf,1290.0,allowed,allowed
2109,4,4.5,3819sf,3819.0,not allowed,not allowed
2110,5,4.0,0,0.0,not allowed,not allowed
2111,4,2.0,1350sf,1350.0,not allowed,not allowed
2112,3,3.0,2000sf,2000.0,not allowed,not allowed
2113,1,1.0,800sf,800.0,allowed,allowed
2114,1,1.0,221sf,221.0,not allowed,not allowed
2115,2,2.0,1008sf,1008.0,not allowed,not allowed
2116,5,4.0,0,0.0,not allowed,not allowed
2117,9,5.0,0,0.0,not allowed,not allowed
2118,3,2.0,1412sf,1412.0,not allowed,not allowed
2119,7,6.0,0,0.0,not allowed,not allowed
2120,3,2.5,2886sf,2886.0,not allowed,not allowed
2122,1,1.0,0,0.0,not allowed,not allowed
2123,2,2.0,1115sf,1115.0,not allowed,not allowed
2124,2,,nan,,,
2125,4,2.0,1600sf,1600.0,not allowed,not allowed
2126,1,1.0,854sf,854.0,not allowed,not allowed
2127,5,4.0,0,0.0,not allowed,not allowed
2128,3,4.0,0,0.0,not allowed,not allowed
2129,9,6.0,0,0.0,not allowed,not allowed
2130,9,5.0,0,0.0,not allowed,not allowed
2132,1,1.0,0,0.0,not allowed,not allowed
2133,5,5.0,3014sf,3014.0,not allowed,not allowed
2134,2,2.0,1064sf,1064.0,not allowed,not allowed
2135,2,2.0,1043sf,1043.0,not allowed,not allowed
2136,15,11.0,0,0.0,not allowed,not allowed
2137,10,8.0,0,0.0,not allowed,not allowed
2138,4,2.0,11625sf,11625.0,allowed,allowed
2139,5,5.0,0,0.0,not allowed,not allowed
2140,3,2.5,1545sf,1545.0,not allowed,not allowed
2141,2,2.0,829sf,829.0,not allowed,not allowed
2142,1,1.0,202sf,202.0,not allowed,not allowed
2143,5,5.0,0,0.0,not allowed,not allowed
2144,2,2.0,1118sf,1118.0,not allowed,not allowed
2146,2,2.0,0,0.0,not allowed,not allowed
2147,3,3.5,1998sf,1998.0,not allowed,not allowed
2148,4,3.0,0,0.0,not allowed,not allowed
2149,2,2.0,1000sf,1000.0,not allowed,not allowed
2150,3,2.5,1533sf,1533.0,not allowed,not allowed
2151,3,2.5,1878sf,1878.0,not allowed,not allowed
2152,3,2.5,1632sf,1632.0,not allowed,not allowed
2153,2,1.0,0,0.0,allowed,allowed
2154,6,5.0,3466sf,3466.0,not allowed,not allowed
2156,2,1.0,864sf,864.0,not allowed,not allowed
2157,3,2.0,1134sf,1134.0,not allowed,not allowed
2158,2,2.0,1347sf,1347.0,not allowed,not allowed
2159,2,2.0,0,0.0,not allowed,not allowed
2160,2,2.0,1003sf,1003.0,not allowed,not allowed
2161,2,2.0,1076sf,1076.0,not allowed,not allowed
2162,3,2.0,0,0.0,not allowed,not allowed
2163,1,1.0,0,0.0,not allowed,not allowed
2164,2,1.0,388sf,388.0,not allowed,not allowed
2165,5,3.0,2634sf,2634.0,not allowed,not allowed
2166,1,1.0,910sf,910.0,not allowed,not allowed
2167,3,2.0,1600sf,1600.0,not allowed,not allowed
2168,2,2.5,0,0.0,not allowed,not allowed
2170,1,1.0,860sf,860.0,not allowed,not allowed
2171,3,2.0,0,0.0,not allowed,not allowed
2172,4,3.0,0,0.0,not allowed,not allowed
2173,1,1.0,500sf,500.0,not allowed,not allowed
2174,3,1.0,1340sf,1340.0,not allowed,not allowed
2175,3,2.5,1682sf,1682.0,not allowed,not allowed
2176,3,2.0,0,0.0,not allowed,not allowed
2177,4,2.0,0,0.0,allowed,allowed
2178,2,2.0,0,0.0,not allowed,not allowed
2180,2,1.0,940sf,940.0,not allowed,not allowed
2181,4,2.0,0,0.0,not allowed,not allowed
2182,3,2.0,0,0.0,not allowed,not allowed
2183,3,2.5,1994sf,1994.0,not allowed,not allowed
2184,3,2.0,1300sf,1300.0,not allowed,not allowed
2185,1,3.0,0,0.0,not allowed,not allowed
2186,2,2.0,1800sf,1800.0,not allowed,not allowed
2187,2,1.0,1250sf,1250.0,not allowed,not allowed
2188,1,1.0,0,0.0,not allowed,not allowed
2189,3,5.0,0,0.0,not allowed,not allowed
2190,2,2.0,0,0.0,allowed,allowed
2191,2,2.0,0,0.0,not allowed,not allowed
2192,2,1.0,0,0.0,not allowed,not allowed
2194,3,1.0,0,0.0,not allowed,not allowed
2195,1,1.0,0,0.0,not allowed,not allowed
2196,1,1.0,0,0.0,not allowed,not allowed
2197,1,1.0,0,0.0,allowed,allowed
2198,1,1.0,0,0.0,not allowed,not allowed
2199,2,2.0,0,0.0,not allowed,not allowed
2200,2,2.0,0,0.0,not allowed,not allowed
2201,3,1.0,1200sf,1200.0,allowed,allowed
2202,2,1.0,0,0.0,not allowed,not allowed
2204,3,4.0,0,0.0,not allowed,not allowed
2205,2,1.0,0,0.0,not allowed,not allowed
2206,2,1.0,0,0.0,not allowed,not allowed
2207,1,1.0,0,0.0,not allowed,not allowed
2208,2,1.0,0,0.0,not allowed,not allowed
2209,4,3.0,0,0.0,allowed,allowed
2210,2,1.0,1100sf,1100.0,allowed,allowed
2211,1,1.0,0,0.0,not allowed,not allowed
2212,1,1.0,0,0.0,not allowed,not allowed
2213,3,1.0,0,0.0,not allowed,not allowed
2214,1,1.0,0,0.0,allowed,allowed
2215,2,1.0,0,0.0,not allowed,not allowed
2216,1,1.0,0,0.0,not allowed,not allowed
2218,1,1.0,0,0.0,not allowed,not allowed
2219,2,4.0,0,0.0,not allowed,not allowed
2220,2,1.0,0,0.0,not allowed,not allowed
2221,1,1.0,0,0.0,not allowed,not allowed
2222,2,1.0,0,0.0,not allowed,not allowed
2223,3,3.0,0,0.0,not allowed,not allowed
2224,3,2.0,0,0.0,not allowed,not allowed
2225,1,1.0,0,0.0,not allowed,not allowed
2226,1,1.0,366sf,366.0,allowed,allowed
2228,1,1.0,0,0.0,not allowed,not allowed
2229,2,1.0,0,0.0,not allowed,not allowed
2230,5,3.0,1800sf,1800.0,not allowed,not allowed
2231,2,1.0,0,0.0,not allowed,not allowed
2232,1,1.0,0,0.0,not allowed,not allowed
2233,2,1.0,0,0.0,not allowed,not allowed
2234,1,1.0,0,0.0,not allowed,not allowed
2235,4,3.0,0,0.0,allowed,allowed
2236,3,1.0,0,0.0,not allowed,not allowed
2237,5,3.0,0,0.0,not allowed,not allowed
2238,1,1.0,0,0.0,not allowed,not allowed
2239,2,2.0,2400sf,2400.0,allowed,allowed
2240,1,1.0,0,0.0,not allowed,not allowed
2242,2,1.0,0,0.0,not allowed,not allowed
2243,3,5.0,0,0.0,not allowed,not allowed
2244,1,1.0,750sf,750.0,not allowed,not allowed
2245,3,3.0,0,0.0,allowed,allowed
2246,1,1.0,0,0.0,not allowed,not allowed
2247,1,1.0,0,0.0,not allowed,not allowed
2248,4,3.0,204m,2195.8559999999998,not allowed,not allowed
2249,4,3.0,2650sf,2650.0,not allowed,not allowed
2250,1,1.0,0,0.0,not allowed,not allowed
2252,3,1.0,1450sf,1450.0,not allowed,not allowed
2253,5,3.0,0,0.0,not allowed,not allowed
2254,1,1.0,0,0.0,not allowed,not allowed
2255,4,3.0,0,0.0,not allowed,not allowed
2256,2,1.0,500sf,500.0,not allowed,not allowed
2257,1,1.0,0,0.0,not allowed,not allowed
2258,2,2.0,0,0.0,not allowed,not allowed
2259,2,1.0,0,0.0,not allowed,not allowed
2260,1,3.0,0,0.0,not allowed,not allowed
2261,2,1.0,0,0.0,not allowed,not allowed
2262,1,1.0,0,0.0,not allowed,not allowed
2263,1,1.0,600sf,600.0,not allowed,not allowed
2264,1,1.0,0,0.0,allowed,allowed
2266,2,1.0,1000sf,1000.0,not allowed,not allowed
2267,2,2.0,0,0.0,not allowed,not allowed
2268,1,1.0,0,0.0,not allowed,not allowed
2269,3,3.0,1800sf,1800.0,not allowed,not allowed
2270,1,1.0,0,0.0,not allowed,not allowed
2271,5,3.0,0,0.0,not allowed,not allowed
2272,3,1.0,1542sf,1542.0,not allowed,not allowed
2273,3,1.0,0,0.0,not allowed,not allowed
2274,1,1.0,0,0.0,allowed,allowed
2276,3,3.0,1820sf,1820.0,allowed,allowed
2277,2,1.0,7534sf,7534.0,not allowed,not allowed
2278,5,3.0,0,0.0,not allowed,not allowed
2279,1,1.0,0,0.0,not allowed,not allowed
2280,3,1.0,0,0.0,not allowed,not allowed
2281,2,1.0,0,0.0,not allowed,not allowed
2282,1,1.0,0,0.0,not allowed,not allowed
2283,1,1.0,0,0.0,not allowed,not allowed
2284,2,1.0,800sf,800.0,not allowed,not allowed
2285,3,3.0,0,0.0,not allowed,not allowed
2286,4,3.0,2500sf,2500.0,not allowed,not allowed
2287,2,1.0,0,0.0,allowed,allowed
2288,2,3.0,0,0.0,not allowed,not allowed
2290,2,1.0,0,0.0,not allowed,not allowed
2291,1,1.0,0,0.0,not allowed,not allowed
2292,5,5.0,0,0.0,not allowed,not allowed
2293,3,4.0,0,0.0,not allowed,not allowed
2294,2,1.0,0,0.0,not allowed,not allowed
2295,2,1.0,800sf,800.0,allowed,allowed
2296,3,3.0,0,0.0,not allowed,not allowed
2297,4,2.0,0,0.0,not allowed,not allowed
2298,3,1.0,0,0.0,allowed,allowed
2300,1,1.0,0,0.0,allowed,allowed
2301,1,1.0,0,0.0,not allowed,not allowed
2302,3,2.0,1200sf,1200.0,allowed,allowed
2303,3,1.0,0,0.0,not allowed,not allowed
2304,1,1.0,0,0.0,not allowed,not allowed
2305,1,1.0,0,0.0,not allowed,not allowed
2306,1,1.0,0,0.0,not allowed,not allowed
2307,1,1.0,0,0.0,not allowed,not allowed
2308,1,1.0,0,0.0,not allowed,not allowed
2309,3,3.0,0,0.0,not allowed,not allowed
2310,4,2.0,1712sf,1712.0,not allowed,not allowed
2311,1,1.0,0,0.0,allowed,allowed
2312,4,2.0,1500sf,1500.0,allowed,not allowed
2314,4,2.0,0,0.0,not allowed,not allowed
2315,3,1.0,0,0.0,allowed,allowed
2316,3,3.0,0,0.0,not allowed,not allowed
2317,1,1.0,690sf,690.0,allowed,not allowed
2318,2,2.0,0,0.0,not allowed,not allowed
2319,2,1.0,0,0.0,not allowed,not allowed
2320,1,1.0,0,0.0,not allowed,not allowed
2321,1,1.0,0,0.0,not allowed,not allowed
2322,5,3.0,3000sf,3000.0,not allowed,not allowed
2324,1,1.0,0,0.0,not allowed,not allowed
2325,2,1.0,0,0.0,not allowed,not allowed
2326,3,2.0,0,0.0,not allowed,not allowed
2327,1,1.0,0,0.0,not allowed,not allowed
2328,3,4.0,0,0.0,not allowed,not allowed
2329,1,1.0,0,0.0,not allowed,not allowed
2330,4,2.0,0,0.0,not allowed,not allowed
2331,2,2.0,0,0.0,not allowed,not allowed
2332,3,4.0,0,0.0,not allowed,not allowed
2333,1,1.0,0,0.0,not allowed,not allowed
2334,1,1.0,0,0.0,not allowed,not allowed
2335,2,2.0,1200sf,1200.0,allowed,not allowed
2336,2,1.0,0,0.0,allowed,allowed
2338,1,1.0,900sf,900.0,allowed,allowed
2339,3,3.0,0,0.0,not allowed,not allowed
2340,4,2.0,1662sf,1662.0,allowed,not allowed
2341,3,1.0,0,0.0,not allowed,not allowed
2342,1,1.0,204sf,204.0,not allowed,not allowed
2343,1,1.0,0,0.0,allowed,allowed
2344,3,1.0,1190sf,1190.0,not allowed,not allowed
2345,4,2.0,0,0.0,allowed,allowed
2346,2,1.0,0,0.0,not allowed,not allowed
2348,4,3.0,0,0.0,not allowed,not allowed
2349,1,1.0,0,0.0,not allowed,not allowed
2350,2,2.0,0,0.0,not allowed,not allowed
2351,5,4.0,3000sf,3000.0,allowed,allowed
2352,2,1.0,0,0.0,not allowed,not allowed
2353,1,1.0,0,0.0,not allowed,not allowed
2354,1,1.0,0,0.0,not allowed,not allowed
2355,4,1.0,0,0.0,not allowed,not allowed
2356,1,1.0,63m,678.132,not allowed,not allowed
2357,1,1.0,0,0.0,not allowed,not allowed
2358,2,1.0,93m,1001.0519999999999,not allowed,not allowed
2359,1,,nan,,,
2360,1,1.0,78m,839.592,not allowed,not allowed
2362,1,1.0,0,0.0,not allowed,not allowed
2363,2,1.0,0,0.0,not allowed,not allowed
2364,1,1.0,0,0.0,not allowed,not allowed
2365,1,1.0,0,0.0,not allowed,not allowed
2366,2,1.0,0,0.0,not allowed,not allowed
2367,3,1.0,0,0.0,not allowed,not allowed
2368,4,1.0,0,0.0,not allowed,not allowed
2369,1,1.0,0,0.0,not allowed,not allowed
2370,4,1.0,0,0.0,not allowed,not allowed
2372,2,1.0,124m,1334.7359999999999,not allowed,not allowed
2373,1,1.0,42m,452.08799999999997,not allowed,not allowed
2374,1,1.0,0,0.0,not allowed,not allowed
2375,2,1.0,0,0.0,not allowed,not allowed
2376,2,1.0,0,0.0,not allowed,not allowed
2377,2,1.0,0,0.0,not allowed,not allowed
2378,1,1.0,0,0.0,not allowed,not allowed
