sno,Rooms,Bathrooms,Area,Converted_Area,Dogs_allowed,Cats_allowed
3390,2,2.0,592sf,592.0,allowed,allowed
3391,2,1.0,0,0.0,not allowed,not allowed
3392,1,1.0,0,0.0,not allowed,not allowed
3394,2,1.0,650sf,650.0,not allowed,not allowed
3395,1,1.0,0,0.0,allowed,allowed
3396,1,1.0,500sf,500.0,not allowed,not allowed
3397,1,1.0,510sf,510.0,not allowed,not allowed
3398,1,1.0,0,0.0,not allowed,not allowed
3399,3,3.0,2000sf,2000.0,not allowed,not allowed
3400,1,1.0,600sf,600.0,allowed,allowed
3401,1,1.0,0,0.0,allowed,allowed
3402,2,2.0,0,0.0,not allowed,not allowed
3404,2,1.0,0,0.0,not allowed,not allowed
3405,1,1.0,406sf,406.0,allowed,allowed
3406,3,1.0,0,0.0,not allowed,not allowed
3407,2,2.0,0,0.0,not allowed,not allowed
3408,2,2.0,1250sf,1250.0,not allowed,not allowed
3409,2,2.0,0,0.0,not allowed,not allowed
3410,1,1.0,0,0.0,not allowed,not allowed
3411,2,2.0,1100sf,1100.0,not allowed,not allowed
3412,1,1.0,620sf,620.0,not allowed,not allowed
3413,2,2.0,0,0.0,not allowed,not allowed
3414,1,1.0,0,0.0,not allowed,not allowed
3415,2,2.0,930sf,930.0,not allowed,not allowed
3416,2,2.0,950sf,950.0,allowed,allowed
3418,1,1.0,0,0.0,not allowed,not allowed
3419,1,1.0,0,0.0,not allowed,not allowed
3420,1,1.0,0,0.0,not allowed,not allowed
3421,1,1.0,600sf,600.0,not allowed,not allowed
3422,2,2.0,1200sf,1200.0,not allowed,not allowed
3423,1,1.0,0,0.0,allowed,allowed
3424,3,2.0,0,0.0,not allowed,not allowed
3425,1,1.0,0,0.0,not allowed,not allowed
3426,2,2.0,0,0.0,not allowed,not allowed
3428,2,2.0,750sf,750.0,not allowed,not allowed
3429,2,1.0,550sf,550.0,not allowed,not allowed
3430,2,1.0,0,0.0,allowed,allowed
3431,1,1.0,606sf,606.0,not allowed,not allowed
3432,3,3.0,1001sf,1001.0,not allowed,not allowed
3433,1,1.0,650sf,650.0,not allowed,not allowed
3434,2,2.0,1259sf,1259.0,allowed,allowed
3435,1,1.0,57m,613.548,not allowed,not allowed
3436,3,3.0,0,0.0,not allowed,not allowed
3437,1,1.0,0,0.0,not allowed,not allowed
3438,1,1.0,47m,505.90799999999996,not allowed,not allowed
3439,1,1.0,57m,613.548,not allowed,not allowed
3440,3,2.0,1999sf,1999.0,not allowed,not allowed
3442,2,1.0,1200sf,1200.0,not allowed,not allowed
3443,1,2.0,2600m,27986.399999999998,allowed,allowed
3444,2,2.0,0,0.0,allowed,allowed
3445,2,2.0,9687sf,9687.0,allowed,allowed
3446,2,1.0,0,0.0,not allowed,not allowed
3447,1,1.0,57m,613.548,not allowed,not allowed
3448,1,1.0,0,0.0,not allowed,not allowed
3449,1,1.0,0,0.0,not allowed,not allowed
3450,2,1.0,0,0.0,allowed,allowed
3452,3,2.0,0,0.0,not allowed,not allowed
3453,1,1.0,0,0.0,allowed,allowed
3454,2,1.0,607sf,607.0,not allowed,not allowed
3455,1,1.0,0,0.0,not allowed,not allowed
3456,1,1.0,600sf,600.0,not allowed,not allowed
3457,3,1.0,1100sf,1100.0,allowed,allowed
3458,2,2.0,960sf,960.0,not allowed,not allowed
3459,1,1.0,0,0.0,not allowed,not allowed
3460,1,1.0,59m,635.0759999999999,not allowed,not allowed
3461,1,1.0,60m,645.8399999999999,not allowed,not allowed
3462,1,1.0,0,0.0,not allowed,not allowed
3463,2,1.0,0,0.0,not allowed,not allowed
3464,1,1.0,0,0.0,not allowed,not allowed
3466,2,1.0,0,0.0,not allowed,not allowed
3467,2,2.0,0,0.0,allowed,allowed
3468,4,4.0,0,0.0,not allowed,not allowed
3469,1,1.0,0,0.0,not allowed,not allowed
3470,1,,nan,,,
3471,1,1.0,0,0.0,not allowed,not allowed
3472,2,2.0,1100sf,1100.0,not allowed,not allowed
3473,1,1.0,0,0.0,not allowed,not allowed
3474,2,2.0,1317sf,1317.0,allowed,allowed
3476,3,2.0,0,0.0,not allowed,not allowed
3477,2,2.0,0,0.0,not allowed,not allowed
3478,1,2.0,0,0.0,allowed,allowed
3479,1,1.0,0,0.0,not allowed,not allowed
3480,1,1.0,0,0.0,not allowed,not allowed
3481,2,2.0,800sf,800.0,not allowed,not allowed
3482,1,1.0,52m,559.728,not allowed,not allowed
3483,1,1.0,0,0.0,not allowed,not allowed
3484,1,1.0,0,0.0,not allowed,not allowed
3485,2,1.0,51m,548.9639999999999,allowed,allowed
3486,2,2.0,855sf,855.0,allowed,allowed
3487,2,2.0,0,0.0,not allowed,not allowed
3488,1,1.0,0,0.0,not allowed,not allowed
3490,1,1.0,1000sf,1000.0,not allowed,not allowed
3491,2,1.0,670sf,670.0,allowed,allowed
3492,2,2.0,1000sf,1000.0,allowed,allowed
3493,1,1.0,0,0.0,not allowed,not allowed
3494,1,1.0,650sf,650.0,not allowed,not allowed
3495,2,1.0,0,0.0,allowed,allowed
3496,2,1.0,0,0.0,not allowed,not allowed
3497,2,2.0,0,0.0,not allowed,not allowed
3498,1,1.0,0,0.0,not allowed,not allowed
3500,2,1.0,60m,645.8399999999999,not allowed,not allowed
3501,2,2.0,1200sf,1200.0,allowed,allowed
3502,1,1.0,0,0.0,not allowed,not allowed
3503,4,5.0,3500sf,3500.0,not allowed,not allowed
3504,1,1.0,743sf,743.0,not allowed,not allowed
3505,1,1.0,0,0.0,not allowed,not allowed
3506,1,1.0,41m,441.32399999999996,not allowed,not allowed
3507,1,1.0,57m,613.548,not allowed,not allowed
3508,2,1.0,0,0.0,not allowed,not allowed
3509,1,2.0,0,0.0,allowed,allowed
3510,4,3.0,1800sf,1800.0,not allowed,not allowed
3511,2,1.0,670sf,670.0,allowed,allowed
3512,2,1.0,646sf,646.0,not allowed,not allowed
3514,1,1.0,0,0.0,not allowed,not allowed
3515,3,3.0,0,0.0,not allowed,not allowed
3516,1,1.0,0,0.0,allowed,allowed
3517,4,3.0,2800sf,2800.0,allowed,allowed
3518,1,1.0,0,0.0,not allowed,not allowed
3519,2,2.0,109m,1173.2759999999998,not allowed,not allowed
3520,1,1.0,57m,613.548,not allowed,not allowed
3521,1,1.0,0,0.0,not allowed,not allowed
3522,2,1.0,60m,645.8399999999999,not allowed,not allowed
3524,1,1.0,0,0.0,not allowed,not allowed
3525,1,1.0,0,0.0,not allowed,not allowed
3526,2,1.0,0,0.0,not allowed,not allowed
3527,1,1.0,450sf,450.0,not allowed,not allowed
3528,3,2.0,0,0.0,not allowed,not allowed
3529,9,5.0,0,0.0,not allowed,not allowed
3530,2,1.0,60m,645.8399999999999,not allowed,not allowed
3531,2,2.0,109m,1173.2759999999998,not allowed,not allowed
3532,2,1.0,0,0.0,not allowed,not allowed
3533,1,1.0,57m,613.548,not allowed,not allowed
3534,2,2.0,89m,957.996,not allowed,not allowed
3535,1,1.0,624sf,624.0,allowed,allowed
3536,1,1.0,0,0.0,not allowed,not allowed
3538,1,1.0,58m,624.312,not allowed,not allowed
3539,1,1.0,5382sf,5382.0,allowed,allowed
3540,1,1.0,700sf,700.0,not allowed,not allowed
3541,4,2.0,1066sf,1066.0,allowed,allowed
3542,1,1.0,521sf,521.0,not allowed,not allowed
3543,1,1.0,0,0.0,not allowed,not allowed
3544,1,1.0,35m,376.73999999999995,not allowed,not allowed
3545,2,1.0,400sf,400.0,not allowed,not allowed
3546,1,1.0,54m,581.256,not allowed,not allowed
3548,1,1.0,0,0.0,not allowed,not allowed
3549,1,1.0,58m,624.312,not allowed,not allowed
3550,1,1.0,0,0.0,not allowed,not allowed
3551,2,1.0,0,0.0,not allowed,not allowed
3552,1,1.0,750sf,750.0,not allowed,not allowed
3553,1,1.0,550sf,550.0,allowed,allowed
3554,2,1.0,1200sf,1200.0,not allowed,not allowed
3555,1,1.0,35m,376.73999999999995,not allowed,not allowed
3556,1,1.0,0,0.0,not allowed,not allowed
3557,5,2.0,1500sf,1500.0,allowed,allowed
3558,1,1.0,0,0.0,not allowed,not allowed
3559,1,1.0,0,0.0,not allowed,not allowed
3560,2,1.0,797sf,797.0,allowed,allowed
3562,2,1.0,0,0.0,allowed,allowed
3563,1,1.0,0,0.0,not allowed,not allowed
3564,6,1.0,0,0.0,not allowed,not allowed
3565,1,1.0,0,0.0,allowed,allowed
3566,6,4.0,0,0.0,allowed,allowed
3567,1,1.0,54m,581.256,not allowed,not allowed
3568,1,1.0,0,0.0,not allowed,not allowed
3569,4,3.0,0,0.0,not allowed,not allowed
3570,4,1.0,1500sf,1500.0,not allowed,not allowed
3572,3,1.0,0,0.0,not allowed,not allowed
3573,2,2.0,0,0.0,not allowed,not allowed
3574,2,2.0,0,0.0,not allowed,not allowed
3575,1,1.0,58m,624.312,not allowed,not allowed
3576,4,5.0,3500sf,3500.0,not allowed,not allowed
3577,2,2.0,0,0.0,not allowed,not allowed
3578,1,1.0,0,0.0,allowed,allowed
3579,1,1.0,58m,624.312,not allowed,not allowed
3580,1,2.0,0,0.0,not allowed,not allowed
3581,2,1.0,0,0.0,not allowed,not allowed
3582,2,3.0,0,0.0,not allowed,not allowed
3583,1,1.0,0,0.0,not allowed,not allowed
3584,1,1.0,57m,613.548,not allowed,not allowed
3586,2,2.0,109m,1173.2759999999998,not allowed,not allowed
3587,1,1.0,592sf,592.0,allowed,allowed
3588,1,1.0,58m,624.312,not allowed,not allowed
3589,4,3.0,2500sf,2500.0,not allowed,not allowed
3590,2,2.0,0,0.0,not allowed,not allowed
3591,2,2.0,1000sf,1000.0,allowed,allowed
3592,1,1.0,700sf,700.0,not allowed,not allowed
3593,1,1.0,1312sf,1312.0,not allowed,not allowed
3594,1,1.0,0,0.0,not allowed,not allowed
3596,1,1.0,484sf,484.0,not allowed,not allowed
3597,3,2.0,911sf,911.0,not allowed,not allowed
3598,1,1.0,0,0.0,not allowed,not allowed
3599,3,2.0,1100sf,1100.0,allowed,allowed
3600,2,2.0,0,0.0,allowed,allowed
3601,2,2.0,0,0.0,not allowed,not allowed
3602,2,2.0,900sf,900.0,not allowed,not allowed
3603,1,1.0,0,0.0,allowed,allowed
3604,1,1.0,43m,462.852,not allowed,not allowed
3605,2,2.0,0,0.0,not allowed,not allowed
3606,3,1.0,0,0.0,not allowed,not allowed
3607,1,1.0,58m,624.312,not allowed,not allowed
3608,2,1.0,60m,645.8399999999999,not allowed,not allowed
3610,1,1.0,0,0.0,not allowed,not allowed
3611,2,2.0,0,0.0,allowed,allowed
3612,2,1.0,0,0.0,not allowed,not allowed
3613,3,3.0,0,0.0,not allowed,not allowed
3614,1,1.0,0,0.0,not allowed,not allowed
3615,3,1.0,0,0.0,allowed,allowed
3616,5,4.0,0,0.0,allowed,allowed
3617,1,1.0,0,0.0,not allowed,not allowed
3618,3,1.0,0,0.0,allowed,allowed
3620,1,1.0,0,0.0,not allowed,not allowed
3621,4,3.0,3000sf,3000.0,not allowed,not allowed
3622,1,1.0,0,0.0,not allowed,not allowed
3623,1,1.0,495sf,495.0,not allowed,not allowed
3624,1,1.0,155sf,155.0,not allowed,not allowed
3625,3,2.0,0,0.0,not allowed,not allowed
3626,1,1.0,0,0.0,not allowed,not allowed
3627,2,2.0,0,0.0,not allowed,not allowed
3628,1,1.0,0,0.0,not allowed,not allowed
3629,2,1.0,0,0.0,allowed,allowed
3630,1,1.0,0,0.0,not allowed,not allowed
3631,1,1.0,0,0.0,not allowed,not allowed
3632,1,1.0,700sf,700.0,not allowed,not allowed
3634,1,1.0,0,0.0,not allowed,not allowed
3635,2,1.0,0,0.0,not allowed,not allowed
3636,1,1.0,0,0.0,not allowed,not allowed
3637,1,1.0,0,0.0,not allowed,not allowed
3638,4,2.0,0,0.0,not allowed,not allowed
3639,2,1.0,1093sf,1093.0,not allowed,not allowed
3640,1,,nan,,,
3641,2,1.0,0,0.0,not allowed,not allowed
3642,2,2.0,0,0.0,allowed,allowed
3644,1,1.0,55m,592.02,not allowed,not allowed
3645,1,2.0,0,0.0,not allowed,not allowed
3646,1,1.0,0,0.0,not allowed,not allowed
3647,2,2.0,1200sf,1200.0,allowed,allowed
3648,1,1.0,0,0.0,not allowed,not allowed
3649,1,1.0,0,0.0,not allowed,not allowed
3650,2,1.0,60m,645.8399999999999,not allowed,not allowed
3651,2,2.0,0,0.0,not allowed,not allowed
3652,1,1.0,95sf,95.0,not allowed,not allowed
3653,2,2.0,797sf,797.0,allowed,allowed
3654,1,1.0,0,0.0,not allowed,not allowed
3655,4,2.0,0,0.0,not allowed,not allowed
3656,3,3.0,0,0.0,allowed,allowed
3658,1,1.0,54m,581.256,not allowed,not allowed
3659,3,2.0,0,0.0,not allowed,not allowed
3660,1,1.0,0,0.0,not allowed,not allowed
3661,1,1.0,54m,581.256,not allowed,not allowed
3662,1,1.0,2000sf,2000.0,allowed,allowed
3663,1,1.0,0,0.0,not allowed,not allowed
3664,1,1.0,0,0.0,not allowed,not allowed
3665,1,1.0,0,0.0,not allowed,not allowed
3666,2,1.0,0,0.0,not allowed,not allowed
3668,1,1.0,0,0.0,not allowed,not allowed
3669,1,1.0,0,0.0,not allowed,not allowed
3670,1,1.0,43m,462.852,not allowed,not allowed
3671,1,1.0,140sf,140.0,not allowed,not allowed
3672,1,1.0,495sf,495.0,allowed,allowed
3673,1,2.0,0,0.0,not allowed,not allowed
3674,1,1.0,700sf,700.0,not allowed,not allowed
3675,1,1.0,0,0.0,not allowed,not allowed
3676,1,1.0,650sf,650.0,not allowed,not allowed
3677,1,1.0,0,0.0,not allowed,not allowed
3678,5,4.0,0,0.0,allowed,allowed
3679,1,1.0,58m,624.312,not allowed,not allowed
3680,3,3.0,0,0.0,allowed,allowed
3682,2,1.0,0,0.0,not allowed,not allowed
3683,1,1.0,0,0.0,allowed,allowed
3684,1,1.0,0,0.0,allowed,allowed
3685,4,1.0,0,0.0,not allowed,not allowed
3686,1,1.0,0,0.0,not allowed,not allowed
3687,2,2.0,109m,1173.2759999999998,not allowed,not allowed
3688,1,1.0,0,0.0,not allowed,not allowed
3689,1,1.0,0,0.0,allowed,allowed
3690,3,1.0,1938sf,1938.0,not allowed,not allowed
3692,1,2.0,4000sf,4000.0,not allowed,not allowed
3693,3,2.0,0,0.0,not allowed,not allowed
3694,1,1.0,850sf,850.0,not allowed,not allowed
3695,2,1.0,0,0.0,not allowed,not allowed
3696,1,1.0,0,0.0,not allowed,not allowed
3697,3,2.0,0,0.0,allowed,allowed
3698,1,1.0,0,0.0,not allowed,not allowed
3699,1,1.0,0,0.0,allowed,allowed
3700,3,3.0,0,0.0,not allowed,not allowed
3701,4,3.0,0,0.0,allowed,allowed
3702,1,1.0,0,0.0,not allowed,not allowed
3703,2,2.0,0,0.0,not allowed,not allowed
3704,2,1.0,599sf,599.0,not allowed,not allowed
3706,1,1.0,0,0.0,not allowed,not allowed
3707,1,1.0,0,0.0,not allowed,not allowed
3708,1,1.0,0,0.0,not allowed,not allowed
3709,1,1.0,550sf,550.0,allowed,allowed
3710,1,1.0,440sf,440.0,not allowed,not allowed
3711,1,1.0,0,0.0,not allowed,not allowed
3712,1,1.0,515sf,515.0,not allowed,not allowed
3713,4,4.0,2000sf,2000.0,allowed,allowed
3714,4,3.0,0,0.0,allowed,allowed
3716,1,1.0,398sf,398.0,not allowed,not allowed
3717,1,1.0,0,0.0,not allowed,not allowed
3718,2,2.0,900sf,900.0,not allowed,not allowed
3719,1,1.0,0,0.0,not allowed,not allowed
3720,1,1.0,0,0.0,not allowed,not allowed
3721,1,1.0,550sf,550.0,allowed,allowed
3722,1,2.0,0,0.0,not allowed,not allowed
3723,2,1.0,0,0.0,allowed,allowed
3724,2,2.0,0,0.0,allowed,allowed
3725,1,1.0,0,0.0,not allowed,not allowed
3726,1,1.0,0,0.0,not allowed,not allowed
3727,1,1.0,0,0.0,not allowed,not allowed
3728,3,1.0,0,0.0,allowed,allowed
3730,2,2.0,0,0.0,allowed,allowed
3731,1,1.0,592sf,592.0,allowed,allowed
3732,2,1.0,0,0.0,not allowed,not allowed
3733,1,1.0,0,0.0,not allowed,not allowed
3734,2,1.0,0,0.0,not allowed,not allowed
3735,1,1.0,0,0.0,not allowed,not allowed
3736,1,1.0,0,0.0,not allowed,not allowed
3737,1,1.0,0,0.0,not allowed,not allowed
3738,2,2.0,1030sf,1030.0,not allowed,not allowed
3740,1,7.0,5382sf,5382.0,allowed,allowed
3741,2,2.0,743sf,743.0,allowed,allowed
3742,1,1.0,699sf,699.0,allowed,allowed
3743,2,1.0,0,0.0,not allowed,not allowed
3744,2,1.0,1100sf,1100.0,not allowed,not allowed
3745,4,3.0,2282sf,2282.0,not allowed,not allowed
3746,3,3.0,0,0.0,not allowed,not allowed
3747,2,2.0,840sf,840.0,not allowed,not allowed
3748,2,1.0,0,0.0,allowed,allowed
3749,1,1.0,11sf,11.0,not allowed,not allowed
3750,1,1.0,475sf,475.0,not allowed,not allowed
3751,1,1.0,0,0.0,not allowed,not allowed
3752,2,2.0,915sf,915.0,not allowed,not allowed
3754,2,1.0,235sf,235.0,not allowed,not allowed
3755,3,3.0,1722sf,1722.0,allowed,allowed
3756,2,1.0,0,0.0,not allowed,not allowed
3757,4,1.0,0,0.0,not allowed,not allowed
3758,6,3.0,0,0.0,not allowed,not allowed
3759,2,1.0,0,0.0,not allowed,not allowed
3760,4,2.0,4306sf,4306.0,not allowed,not allowed
3761,4,5.0,0,0.0,not allowed,not allowed
3762,5,2.0,0,0.0,allowed,allowed
3764,1,1.0,700sf,700.0,allowed,allowed
3765,5,2.0,0,0.0,allowed,allowed
3766,1,1.0,0,0.0,allowed,allowed
3767,2,2.0,0,0.0,not allowed,not allowed
3768,1,1.0,0,0.0,not allowed,not allowed
3769,1,1.0,0,0.0,not allowed,not allowed
3770,5,2.0,7000sf,7000.0,not allowed,not allowed
3771,3,2.0,0,0.0,not allowed,not allowed
3772,1,1.0,0,0.0,not allowed,not allowed
3773,2,1.0,635sf,635.0,not allowed,not allowed
3774,1,1.0,301sf,301.0,not allowed,not allowed
3775,2,1.0,0,0.0,allowed,allowed
3776,3,3.0,0,0.0,not allowed,not allowed
3778,4,1.0,0,0.0,allowed,allowed
3779,1,1.0,11sf,11.0,not allowed,not allowed
3780,2,1.0,646sf,646.0,allowed,allowed
3781,1,1.0,0,0.0,not allowed,not allowed
3782,3,1.0,1776sf,1776.0,allowed,allowed
3783,1,1.0,0,0.0,not allowed,not allowed
3784,2,2.0,1076sf,1076.0,not allowed,not allowed
3785,1,2.0,914sf,914.0,not allowed,not allowed
3786,1,1.0,0,0.0,not allowed,not allowed
3788,5,6.0,0,0.0,not allowed,not allowed
3789,2,1.0,1959sf,1959.0,not allowed,not allowed
3790,1,1.0,0,0.0,not allowed,not allowed
3791,2,2.0,0,0.0,not allowed,not allowed
3792,6,3.0,0,0.0,allowed,allowed
3793,2,1.0,0,0.0,not allowed,not allowed
3794,2,2.0,1023sf,1023.0,not allowed,not allowed
3795,1,1.0,0,0.0,not allowed,not allowed
3796,1,1.0,560sf,560.0,not allowed,not allowed
3797,2,2.0,0,0.0,not allowed,not allowed
3798,3,2.0,11sf,11.0,allowed,allowed
3799,2,1.0,753sf,753.0,allowed,allowed
3800,2,2.0,0,0.0,not allowed,not allowed
3802,3,2.0,3000sf,3000.0,not allowed,not allowed
3803,1,1.0,0,0.0,not allowed,not allowed
3804,5,5.0,0,0.0,not allowed,not allowed
3805,2,1.0,0,0.0,not allowed,not allowed
3806,2,1.0,0,0.0,not allowed,not allowed
3807,4,4.0,0,0.0,not allowed,not allowed
3808,3,1.0,0,0.0,allowed,allowed
3809,3,1.0,2152sf,2152.0,allowed,allowed
3810,3,1.0,0,0.0,not allowed,not allowed
3812,2,1.0,0,0.0,not allowed,not allowed
3813,2,2.0,0,0.0,not allowed,not allowed
3814,1,1.0,0,0.0,allowed,allowed
3815,1,1.0,0,0.0,not allowed,not allowed
3816,1,1.0,0,0.0,not allowed,not allowed
3817,2,1.0,0,0.0,not allowed,not allowed
3818,1,1.0,172sf,172.0,not allowed,not allowed
3819,3,4.0,0,0.0,not allowed,not allowed
3820,4,2.0,7900sf,7900.0,not allowed,not allowed
3821,1,1.0,0,0.0,not allowed,not allowed
3822,1,1.0,871sf,871.0,not allowed,not allowed
3823,4,3.0,0,0.0,not allowed,not allowed
3824,2,2.0,11sf,11.0,not allowed,not allowed
3826,3,3.0,0,0.0,not allowed,not allowed
3827,3,1.0,0,0.0,allowed,allowed
3828,1,1.0,0,0.0,not allowed,not allowed
3829,3,2.0,0,0.0,not allowed,not allowed
3830,2,2.0,0,0.0,not allowed,not allowed
3831,1,1.0,0,0.0,not allowed,not allowed
3832,2,1.0,0,0.0,allowed,allowed
3833,2,1.0,700sf,700.0,not allowed,not allowed
3834,2,1.0,0,0.0,not allowed,not allowed
3836,2,1.0,0,0.0,not allowed,not allowed
3837,3,2.0,0,0.0,not allowed,not allowed
3838,1,1.0,431sf,431.0,not allowed,not allowed
3839,5,5.0,0,0.0,not allowed,not allowed
3840,4,2.0,0,0.0,not allowed,not allowed
3841,1,1.0,11sf,11.0,not allowed,not allowed
3842,2,1.0,11sf,11.0,not allowed,not allowed
3843,1,1.0,0,0.0,not allowed,not allowed
3844,2,1.0,0,0.0,not allowed,not allowed
3845,1,1.0,0,0.0,not allowed,not allowed
3846,4,3.0,0,0.0,allowed,allowed
3847,2,2.0,0,0.0,not allowed,not allowed
3848,1,1.0,0,0.0,not allowed,not allowed
3850,4,2.0,0,0.0,allowed,allowed
3851,3,1.0,0,0.0,not allowed,not allowed
3852,2,1.0,0,0.0,not allowed,not allowed
3853,1,1.0,0,0.0,not allowed,not allowed
3854,1,1.0,11sf,11.0,not allowed,not allowed
3855,2,1.0,0,0.0,not allowed,not allowed
3856,3,3.0,0,0.0,allowed,allowed
3857,1,1.0,0,0.0,not allowed,not allowed
3858,1,1.0,0,0.0,allowed,allowed
3860,2,1.0,0,0.0,not allowed,not allowed
3861,3,1.0,0,0.0,allowed,allowed
3862,2,1.0,0,0.0,not allowed,not allowed
3863,3,2.0,990sf,990.0,not allowed,not allowed
3864,1,1.0,0,0.0,not allowed,not allowed
3865,2,2.0,1023sf,1023.0,not allowed,not allowed
3866,1,1.0,0,0.0,not allowed,not allowed
3867,2,2.0,11sf,11.0,not allowed,not allowed
3868,3,3.0,0,0.0,allowed,allowed
3869,2,1.0,11sf,11.0,not allowed,not allowed
3870,2,2.0,0,0.0,not allowed,not allowed
3871,3,2.0,0,0.0,not allowed,not allowed
3872,3,4.0,1141sf,1141.0,not allowed,not allowed
3874,5,3.0,3229sf,3229.0,not allowed,not allowed
3875,2,2.0,914sf,914.0,not allowed,not allowed
3876,1,1.0,11sf,11.0,not allowed,not allowed
3877,2,3.0,0,0.0,not allowed,not allowed
3878,1,1.0,0,0.0,not allowed,not allowed
3879,2,2.0,0,0.0,not allowed,not allowed
3880,3,2.0,0,0.0,not allowed,not allowed
3881,1,1.0,753sf,753.0,not allowed,not allowed
3882,3,2.0,0,0.0,not allowed,not allowed
3884,4,4.0,0,0.0,allowed,allowed
3885,1,1.0,0,0.0,not allowed,not allowed
3886,2,2.0,3000sf,3000.0,allowed,allowed
3887,3,2.0,0,0.0,allowed,allowed
3888,2,1.0,1100sf,1100.0,not allowed,not allowed
3889,1,1.0,11sf,11.0,not allowed,not allowed
3890,1,1.0,0,0.0,not allowed,not allowed
3891,1,1.0,0,0.0,not allowed,not allowed
3892,2,2.0,0,0.0,not allowed,not allowed
3893,3,3.0,2368sf,2368.0,not allowed,not allowed
3894,4,3.0,11sf,11.0,allowed,allowed
3895,6,3.0,11sf,11.0,allowed,allowed
3896,2,2.0,1335sf,1335.0,not allowed,not allowed
3898,2,1.0,0,0.0,not allowed,not allowed
3899,1,1.0,0,0.0,not allowed,not allowed
3900,3,3.0,2099sf,2099.0,not allowed,not allowed
3901,1,1.0,808sf,808.0,not allowed,not allowed
3902,4,2.0,0,0.0,not allowed,not allowed
3903,3,3.0,0,0.0,allowed,allowed
3904,2,1.0,0,0.0,not allowed,not allowed
3905,2,2.0,2077sf,2077.0,not allowed,not allowed
3906,1,1.0,753sf,753.0,not allowed,not allowed
3908,3,3.0,0,0.0,allowed,allowed
3909,2,2.0,0,0.0,not allowed,not allowed
3910,2,2.0,969sf,969.0,not allowed,not allowed
3911,2,2.0,11sf,11.0,not allowed,not allowed
3912,2,1.0,0,0.0,not allowed,not allowed
3913,2,2.0,1055sf,1055.0,not allowed,not allowed
3914,3,2.0,0,0.0,not allowed,not allowed
3915,1,1.0,904sf,904.0,not allowed,not allowed
3916,1,1.0,0,0.0,not allowed,not allowed
3917,1,1.0,60sf,60.0,not allowed,not allowed
3918,2,1.0,0,0.0,not allowed,not allowed
3919,1,1.0,0,0.0,not allowed,not allowed
3920,5,4.0,43sf,43.0,not allowed,not allowed
3922,2,1.0,0,0.0,not allowed,not allowed
3923,1,1.0,0,0.0,not allowed,not allowed
3924,2,2.0,883sf,883.0,not allowed,not allowed
3925,1,1.0,0,0.0,not allowed,not allowed
3926,2,1.0,894sf,894.0,allowed,allowed
3927,4,3.0,0,0.0,not allowed,not allowed
3928,5,3.0,8945sf,8945.0,not allowed,not allowed
3929,2,2.0,11sf,11.0,not allowed,not allowed
3930,2,1.0,0,0.0,not allowed,not allowed
3932,2,1.0,850sf,850.0,not allowed,not allowed
3933,3,2.0,2368sf,2368.0,not allowed,not allowed
3934,2,2.0,0,0.0,not allowed,not allowed
3935,2,2.0,1023sf,1023.0,not allowed,not allowed
3936,4,2.0,0,0.0,not allowed,not allowed
3937,1,1.0,0,0.0,not allowed,not allowed
3938,2,2.0,0,0.0,not allowed,not allowed
3939,4,2.0,0,0.0,not allowed,not allowed
3940,3,1.0,0,0.0,not allowed,not allowed
3941,4,4.0,3767sf,3767.0,allowed,allowed
3942,5,1.0,0,0.0,not allowed,not allowed
3943,2,1.0,0,0.0,not allowed,not allowed
3944,1,1.0,0,0.0,not allowed,not allowed
3946,2,2.0,0,0.0,not allowed,not allowed
3947,1,1.0,0,0.0,not allowed,not allowed
3948,3,3.0,0,0.0,not allowed,not allowed
3949,2,2.0,0,0.0,allowed,allowed
3950,1,1.0,592sf,592.0,not allowed,not allowed
3951,2,1.0,0,0.0,not allowed,not allowed
3952,1,1.0,0,0.0,not allowed,not allowed
3953,2,2.0,0,0.0,allowed,allowed
3954,2,1.0,0,0.0,not allowed,not allowed
3956,4,2.0,11sf,11.0,not allowed,not allowed
3957,1,1.0,4000sf,4000.0,not allowed,not allowed
3958,3,3.0,0,0.0,not allowed,not allowed
3959,2,1.0,0,0.0,not allowed,not allowed
3960,2,1.0,0,0.0,allowed,allowed
3961,1,1.0,0,0.0,not allowed,not allowed
3962,1,1.0,0,0.0,not allowed,not allowed
3963,4,2.0,4908sf,4908.0,not allowed,not allowed
3964,4,2.0,0,0.0,allowed,allowed
3965,4,3.0,0,0.0,not allowed,not allowed
3966,3,1.0,753sf,753.0,not allowed,not allowed
3967,1,1.0,650sf,650.0,not allowed,not allowed
3968,3,1.0,0,0.0,allowed,allowed
3970,2,1.0,0,0.0,allowed,allowed
3971,2,2.0,850sf,850.0,not allowed,not allowed
3972,2,2.0,883sf,883.0,not allowed,not allowed
3973,2,2.0,1206sf,1206.0,not allowed,not allowed
3974,2,2.0,0,0.0,not allowed,not allowed
3975,1,1.0,0,0.0,not allowed,not allowed
3976,1,1.0,11sf,11.0,not allowed,not allowed
3977,1,1.0,0,0.0,not allowed,not allowed
3978,1,1.0,0,0.0,not allowed,not allowed
3980,2,1.0,0,0.0,not allowed,not allowed
3981,2,2.0,700sf,700.0,not allowed,not allowed
3982,2,2.0,0,0.0,not allowed,not allowed
3983,1,1.0,0,0.0,not allowed,not allowed
