sno,City,Location,StateCode,CountryCode,Price,Price_INR,Deposite
1922,"Orlando,FL,USA","Orlando, FL, 32896",FL,US,"$11,070",824715.0,0.0
1923,"Orlando,FL,USA","Orlando, FL",FL,US,"$10,230",762135.0,0.0
1924,"Orlando,FL,USA","3388 Parkchester Square Boulevard, MetroWest, Orlando, FL 32835, USA",FL,US,"$2,200",163900.0,0.0
1925,"Orlando,FL,USA","Orlando, FL",FL,US,"$7,800",581100.0,0.0
1926,"Orlando,FL,USA","3530 Eunice Avenue, Orange County, FL 32808, USA",FL,US,"$2,275",169487.5,0.0
1927,"Orlando,FL,USA","12542 Sophiamarie Loop, Orange County, FL 32828, USA",FL,US,"$2,100",156450.0,0.0
1928,"Orlando,FL,USA","Orlando, FL, 32896",FL,US,"$11,430",851535.0,0.0
1930,"Orlando,FL,USA","10545 Satinwood Circle, Orange County, FL 32825, USA",FL,US,"$2,320",172840.0,0.0
1931,"Orlando,FL,USA","11680 Savona Way, Orlando, FL 32827, USA",FL,US,"$5,800",432100.0,0.0
1932,"Orlando,FL,USA","Sato Avenue, Orlando, FL 32832, USA",FL,US,"$4,400",327800.0,0.0
1933,"Orlando,FL,USA","Orlando, FL, 32896",FL,US,"$17,970",1338765.0,0.0
1934,"Orlando,FL,USA","Young Pine Road, Orange County, FL 32829, USA",FL,US,"$2,500",186250.0,0.0
1935,"Orlando,FL,USA","Orlando Regional Medical Center – Lucerne Pavilion, Main Lane, Orlando, FL 32801, USA",FL,US,"$1,577",117486.5,0.0
1936,"Orlando,FL,USA","Orlando, FL",FL,US,"$7,380",549810.0,0.0
1937,"Orlando,FL,USA","200 Saint Andrews Boulevard, Winter Park, FL 32792, USA",FL,US,"$1,875",139687.5,0.0
1938,"Orlando,FL,USA","Orlando, FL",FL,US,"$5,340",397830.0,0.0
1940,"Orlando,FL,USA","Orlando, FL, 32896",FL,US,"$6,300",469350.0,0.0
1941,"Orlando,FL,USA","Orlando, FL",FL,US,"$3,090",230205.0,0.0
1942,"Orlando,FL,USA","Orlando, FL",FL,US,"$16,170",1204665.0,0.0
1943,"Orlando,FL,USA","Orlando, FL",FL,US,"$4,590",341955.0,0.0
1944,"Orlando,FL,USA","Minnesota Street, Orlando, FL 32803, USA",FL,US,"$1,650",122925.0,0.0
1945,"Orlando,FL,USA","Orlando, FL",FL,US,"$12,060",898470.0,0.0
1946,"Orlando,FL,USA","6846 Sperone Street, Orlando, FL 32819, USA",FL,US,"$2,500",186250.0,0.0
1947,"Orlando,FL,USA","4214 Dijon Drive, Orlando, FL 32808, USA",FL,US,"$1,650",122925.0,0.0
1948,"Orlando,FL,USA","Orlando, FL",FL,US,"$4,260",317370.0,0.0
1949,"Orlando,FL,USA","690 Osceola Avenue, Winter Park, FL 32789, USA",FL,US,"$3,900",290550.0,0.0
1950,"Orlando,FL,USA","4100 Pershing Pointe Place, Conway, FL 32822, USA",FL,US,"$1,595",118827.5,0.0
1951,"Orlando,FL,USA","2813 Alamo Drive, Orlando, FL 32805, USA",FL,US,"$4,800",357600.0,0.0
1952,"Orlando,FL,USA","Orlando, FL",FL,US,"$6,720",500640.0,0.0
1954,"Orlando,FL,USA","210 Whittier Circle, Orlando, FL 32806, USA",FL,US,"$3,000",223500.0,0.0
1955,"Orlando,FL,USA","Orlando, FL",FL,US,"$7,920",590040.0,0.0
1956,"Orlando,FL,USA","Orlando, FL",FL,US,"$4,500",335250.0,0.0
1957,"Orlando,FL,USA","Orlando, FL, 32896",FL,US,"$7,170",534165.0,0.0
1958,"Orlando,FL,USA","Orlando, FL",FL,US,"$11,760",876120.0,0.0
1959,"Orlando,FL,USA","Orlando, FL, 32896",FL,US,"$8,880",661560.0,0.0
1960,"Orlando,FL,USA","Casa de Hóspedes, Robert Trent Jones Drive, MetroWest, Orlando, FL 32835, USA",FL,US,"$1,475",109887.5,0.0
1961,"Orlando,FL,USA","Orange Tree Golf Club, 7540 Woodgreen Drive, Orlando, FL 32819, USA",FL,US,"$4,300",320350.0,0.0
1962,"Orlando,FL,USA",10301 Moss Rose Way,FL,US,"$2,950",219775.0,223500.0
1964,"Orlando,FL,USA","Orlando, Miller Street, Orlando, FL 32806, USA",FL,US,"$8,280",616860.0,0.0
1965,"Orlando,FL,USA","Orlando, FL",FL,US,"$2,280",169860.0,0.0
1966,"Orlando,FL,USA","1006 Honey Blossom Drive, Orange County, FL 32824, USA",FL,US,"$2,495",185877.5,0.0
1967,"Orlando,FL,USA","3717 Castle Pines Lane, Oak Ridge, FL 32839, USA",FL,US,"$1,495",111377.5,0.0
1968,"Orlando,FL,USA","Orlando, FL, 32896",FL,US,"$25,980",1935510.0,0.0
1969,"Orlando,FL,USA","Cypress Fairway Apartments, Southlawn Avenue, Orlando, FL 32811, USA",FL,US,"$1,475",109887.5,0.0
1970,"Orlando,FL,USA","Orlando, FL",FL,US,"$2,730",203385.0,0.0
1971,"Orlando,FL,USA","Orlando, FL",FL,US,"$6,420",478290.0,0.0
1972,"Orlando,FL,USA","2406 Swailes Drive, Orange County, FL 32837, USA",FL,US,"$1,650",122925.0,0.0
1973,"Orlando,FL,USA","Orlando, FL",FL,US,"$3,540",263730.0,0.0
1974,"Orlando,FL,USA","780 Brittany Lakes Lane, Alafaya, FL 32828, USA",FL,US,"$1,950",145275.0,0.0
1975,"Orlando,FL,USA","Orlando, FL, 32896",FL,US,"$6,420",478290.0,0.0
1976,"Orlando,FL,USA","Orlando, FL",FL,US,"$15,750",1173375.0,0.0
1978,"Orlando,FL,USA","Orlando, FL",FL,US,"$3,390",252555.0,0.0
1979,"Orlando,FL,USA","3411 Soho Street, MetroWest, Orlando, FL 32835, USA",FL,US,"$1,350",100575.0,0.0
1980,"Orlando,FL,USA","5987 Village Circle South, Orlando, FL 32822, USA",FL,US,"$1,450",108025.0,0.0
1981,"Orlando,FL,USA","1461 Smith Street, Orlando, FL 32804, USA",FL,US,"$2,995",223127.5,0.0
1982,"Orlando,FL,USA","Ward Road, Orange County, FL 34743, USA",FL,US,"$2,500",186250.0,0.0
1983,"Orlando,FL,USA","1159 Honey Blossom Drive, Orange County, FL 32824, USA",FL,US,"$2,445",182152.5,0.0
1984,"Orlando,FL,USA","S. Hiawassee Rd. and Fairway Cove Dr., South Hiawassee Road, MetroWest, Orlando, FL 32835, USA",FL,US,"$1,350",100575.0,0.0
1985,"Orlando,FL,USA","Orlando, FL",FL,US,"$8,910",663795.0,0.0
1986,"Orlando,FL,USA","4301 Anson Lane, Orlando, FL 32814, USA",FL,US,"$2,795",208227.5,0.0
1988,"Orlando,FL,USA","Orlando, FL",FL,US,"$7,920",590040.0,0.0
1989,"Orlando,FL,USA","Introduction Way, Orange County, FL 32832, USA",FL,US,"$2,945",219402.5,0.0
1990,"Orlando,FL,USA","Orlando, FL",FL,US,"$3,630",270435.0,0.0
1991,"Orlando,FL,USA","Orlando, FL, 32896",FL,US,"$15,840",1180080.0,0.0
1992,"Orlando,FL,USA","6442 Tidewave Street, Orange County, FL 32822, USA",FL,US,"$2,400",178800.0,0.0
1993,"Orlando,FL,USA","Orlando, FL, 32896",FL,US,"$13,110",976695.0,0.0
1994,"Orlando,FL,USA","Winter Park, FL",FL,US,"$3,600",268200.0,0.0
1995,"Orlando,FL,USA","10315 Lovegrass Lane, Orange County, FL 32832, USA",FL,US,"$3,599",268125.5,0.0
1996,"Orlando,FL,USA","Orlando, FL, 32896",FL,US,"$16,590",1235955.0,0.0
1997,"Orlando,FL,USA","Orlando, FL",FL,US,"$4,830",359835.0,0.0
1998,"Orlando,FL,USA","5906 Indian Hill Road, Orange County, FL 32808, USA",FL,US,"$1,995",148627.5,0.0
1999,"Orlando,FL,USA","Orlando, FL",FL,US,"$5,040",375480.0,0.0
2000,"Orlando,FL,USA","Sonoma Draught House, Eola Drive, Orlando, FL 32801, USA",FL,US,"$2,800",208600.0,0.0
2002,"Orlando,FL,USA","unnamed road, Orlando, FL 32827, USA",FL,US,"$1,000",74500.0,0.0
2003,"Orlando,FL,USA","5852 Labelle Street, Belle Isle, Orange County, FL 32809, USA",FL,US,"$2,900",216050.0,0.0
2004,"Orlando,FL,USA","Orlando, FL",FL,US,"$10,980",818010.0,0.0
2005,"Orlando,FL,USA","The Point Hotel & Suites, Carrier Drive, Orlando, FL 32819, USA",FL,US,"$2,900",216050.0,0.0
2006,"Orlando,FL,USA","Orlando, FL",FL,US,"$5,430",404535.0,0.0
2007,"Orlando,FL,USA","4669 Rockledge Road, Orlando, FL 32807, USA",FL,US,"$1,300",96850.0,0.0
2008,"Orlando,FL,USA","2699 Church Street, Orlando, FL 32803, USA",FL,US,"$2,175",162037.5,0.0
2009,"Orlando,FL,USA","11683 Lake Willis Drive, Orange County, FL 32821, USA",FL,US,"$1,850",137825.0,0.0
2010,"Orlando,FL,USA","Orlando, FL, 32896",FL,US,"$11,910",887295.0,0.0
2012,"Orlando,FL,USA","Orlando, FL",FL,US,"$2,850",212325.0,0.0
2013,"Orlando,FL,USA","Orlando, FL",FL,US,"$2,850",212325.0,0.0
2014,"Orlando,FL,USA","3748 Castle Pines Lane, Oak Ridge, FL 32839, USA",FL,US,"$1,200",89400.0,0.0
2015,"Orlando,FL,USA","Orlando, FL",FL,US,"$4,020",299490.0,0.0
2016,"Orlando,FL,USA","Orlando, FL",FL,US,"$8,940",666030.0,0.0
2017,"Orlando,FL,USA","9014 Ogilvie Drive, Orange County, FL 32819, USA",FL,US,"$1,995",148627.5,0.0
2018,"Orlando,FL,USA","13666 Crystal River Drive, Alafaya, FL 32828, USA",FL,US,"$3,800",283100.0,0.0
2019,"Orlando,FL,USA","689 Lakescape Court, Alafaya, FL 32828, USA",FL,US,"$3,200",238400.0,0.0
2020,"Orlando,FL,USA","Winter Park, FL",FL,US,"$3,390",252555.0,0.0
2021,"Orlando,FL,USA","10875 Windsor Walk Drive, Orange County, FL 32837, USA",FL,US,"$1,450",108025.0,0.0
2022,"Orlando,FL,USA",550 Valencia Place Circle,FL,US,"$2,900",216050.0,219775.0
2023,"Orlando,FL,USA","Winter Park, FL",FL,US,"$4,500",335250.0,0.0
2024,"Orlando,FL,USA","Orlando, FL",FL,US,"$4,260",317370.0,0.0
2026,"Orlando,FL,USA","Orlando, FL",FL,US,"$11,490",856005.0,0.0
2027,"Orlando,FL,USA","Orlando, FL, 32896",FL,US,"$15,090",1124205.0,0.0
2028,"Orlando,FL,USA","Orlando, FL",FL,US,"$2,910",216795.0,0.0
2029,"Orlando,FL,USA","Orlando, FL",FL,US,"$10,470",780015.0,0.0
2030,"Orlando,FL,USA","7554 San Remo Place, Orange County, FL 32835, USA",FL,US,"$4,995",372127.5,0.0
2031,"Orlando,FL,USA","Orlando, FL",FL,US,"$9,000",670500.0,0.0
2032,"Orlando,FL,USA","Orlando, FL",FL,US,"$6,750",502875.0,0.0
2033,"Orlando,FL,USA","Orlando, FL",FL,US,"$3,780",281610.0,0.0
2034,"Orlando,FL,USA","Orlando, FL, 32896",FL,US,"$10,050",748725.0,0.0
2036,"Orlando,FL,USA","Orlando, FL",FL,US,"$19,410",1446045.0,0.0
2037,"Orlando,FL,USA","Orlando, FL",FL,US,"$5,910",440295.0,0.0
2038,"Orlando,FL,USA","Orlando, FL",FL,US,"$11,340",844830.0,0.0
2039,"Orlando,FL,USA","Orlando, FL",FL,US,"$7,800",581100.0,0.0
2040,"Orlando,FL,USA","8799 The Esplanade, Dr. Phillips, FL 32836, USA",FL,US,"$4,450",331525.0,0.0
2041,"Orlando,FL,USA","Orlando, FL",FL,US,"$9,570",712965.0,0.0
2042,"Orlando,FL,USA","Orlando, FL, 32896",FL,US,"$15,990",1191255.0,0.0
2043,"Orlando,FL,USA","5576 Michigan Street, Orlando, FL 32822, USA",FL,US,"$1,400",104300.0,0.0
2044,"Orlando,FL,USA","Orlando, FL",FL,US,"$8,370",623565.0,0.0
2045,"Orlando,FL,USA","Sapelo Beach Drive, Orlando, FL 32832, USA",FL,US,"$3,300",245850.0,0.0
2046,"Orlando,FL,USA","4350 Corbett Place, Orlando, FL 32806, USA",FL,US,"$4,000",298000.0,0.0
2047,"Orlando,FL,USA","Orlando, FL",FL,US,"$8,250",614625.0,0.0
2048,"Orlando,FL,USA","1584 Asher Lane, Orlando, FL 32803, USA",FL,US,"$3,500",260750.0,0.0
2050,"Orlando,FL,USA","Orlando, FL, 32896",FL,US,"$28,710",2138895.0,0.0
2051,"Orlando,FL,USA","Orlando, FL",FL,US,"$8,670",645915.0,0.0
2052,"Orlando,FL,USA","6844 Westborough Ln, Unit Unit 11",FL,US,$965,71892.5,14900.0
2053,"Orlando,FL,USA","Orlando, FL",FL,US,"$6,150",458175.0,0.0
2054,"Orlando,FL,USA","Orlando, FL, 32896",FL,US,"$12,240",911880.0,0.0
2055,"Orlando,FL,USA","Terry Avenue, Orlando, FL 32885, USA",FL,US,"$2,625",195562.5,0.0
2056,"Orlando,FL,USA","Orlando, FL, 32896",FL,US,"$6,360",473820.0,0.0
2057,"Orlando,FL,USA","unnamed road, MetroWest, Orlando, FL 32835, USA",FL,US,"$2,700",201150.0,0.0
2058,"Orlando,FL,USA","Casa de Hóspedes, Robert Trent Jones Drive, MetroWest, Orlando, FL 32835, USA",FL,US,"$1,850",137825.0,0.0
2060,"Orlando,FL,USA","Orlando, FL",FL,US,"$4,710",350895.0,0.0
2061,"Orlando,FL,USA","1580 Haven Drive, Orlando, FL 32803, USA",FL,US,"$1,700",126650.0,0.0
2062,"Orlando,FL,USA","Orlando, FL",FL,US,"$5,730",426885.0,0.0
2063,"Orlando,FL,USA","Hart Branch Circle, Orange County, FL 32832, USA",FL,US,"$4,500",335250.0,0.0
2064,"Orlando,FL,USA","516 Swoope Avenue, Winter Park, FL 32789, USA",FL,US,"$7,500",558750.0,0.0
2065,"Orlando,FL,USA","6566 Swissco Drive, Orlando, FL 32822, USA",FL,US,"$1,650",122925.0,0.0
2066,"Orlando,FL,USA","Orlando, FL",FL,US,"$6,960",518520.0,0.0
2067,"Orlando,FL,USA","Orlando, FL",FL,US,"$5,040",375480.0,0.0
2068,"Orlando,FL,USA","Orlando, FL",FL,US,"$7,680",572160.0,0.0
2069,"Orlando,FL,USA","Orlando, FL",FL,US,"$19,290",1437105.0,0.0
2070,"Orlando,FL,USA",410 Daniels Ave,FL,US,"$1,000",74500.0,74500.0
2071,"Orlando,FL,USA","Orlando, FL",FL,US,"$14,460",1077270.0,0.0
2072,"Orlando,FL,USA","Orlando, FL",FL,US,"$12,390",923055.0,0.0
2074,"Orlando,FL,USA","Orlando, FL",FL,US,"$4,710",350895.0,0.0
2075,"Orlando,FL,USA","Orlando, FL, 32896",FL,US,"$7,680",572160.0,0.0
2076,"Orlando,FL,USA","Simpson Road, Orange County, FL 34744, USA",FL,US,"$2,500",186250.0,0.0
2077,"Orlando,FL,USA","Orlando, FL",FL,US,"$3,570",265965.0,0.0
2078,"Orlando,FL,USA","Orlando, FL",FL,US,"$2,190",163155.0,0.0
2079,"Orlando,FL,USA","Orlando, FL",FL,US,"$14,430",1075035.0,0.0
2080,"Orlando,FL,USA","Orlando, FL",FL,US,"$6,330",471585.0,0.0
2081,"Orlando,FL,USA","Ravaudage Winter Park (0.25 mile radius), 1500 Gay Road, Winter Park, FL 32789, USA",FL,US,"$1,700",126650.0,0.0
2082,"Orlando,FL,USA","Orlando, FL",FL,US,"$4,740",353130.0,0.0
2084,"Orlando,FL,USA","Orlando, FL",FL,US,"$7,350",547575.0,0.0
2085,"Orlando,FL,USA","10301 Manderley Way, Orange County, FL 32829, USA",FL,US,"$1,800",134100.0,0.0
2086,"Orlando,FL,USA","Orlando, FL",FL,US,"$11,340",844830.0,0.0
2087,"Orlando,FL,USA","Orlando, FL",FL,US,"$5,160",384420.0,0.0
2088,"Orlando,FL,USA","West Creek Elementary School, Marbella Isle Drive, Hunter's Creek, Orange County, FL 32821, USA",FL,US,"$2,950",219775.0,0.0
2089,"Orlando,FL,USA","Orlando, FL",FL,US,"$4,680",348660.0,0.0
2090,"Orlando,FL,USA","Orlando, FL",FL,US,"$27,270",2031615.0,0.0
2091,"Orlando,FL,USA","8586 Sandberry Boulevard, Dr. Phillips, FL 32819, USA",FL,US,"$3,600",268200.0,0.0
2092,"Orlando,FL,USA","4316 Blonigen Avenue, Conway, FL 32812, USA",FL,US,"$4,500",335250.0,0.0
2093,"Orlando,FL,USA","Orlando, FL",FL,US,"$5,760",429120.0,0.0
2094,"Orlando,FL,USA","Orlando, FL",FL,US,"$7,950",592275.0,0.0
2095,"Orlando,FL,USA","Orlando, FL",FL,US,"$5,430",404535.0,0.0
2096,"Orlando,FL,USA","Orlando, FL",FL,US,"$5,700",424650.0,0.0
2098,"Orlando,FL,USA","Madison Pointe Circle, Orange County, FL 32821, USA",FL,US,"$1,475",109887.5,0.0
2099,"Orlando,FL,USA","Winter Park, FL",FL,US,"$3,600",268200.0,0.0
2100,"Orlando,FL,USA","Orlando, FL",FL,US,"$11,310",842595.0,0.0
2101,"Orlando,FL,USA","Orlando, FL, 32896",FL,US,"$11,910",887295.0,0.0
2102,"Orlando,FL,USA","Orlando, FL, 32896",FL,US,"$25,980",1935510.0,0.0
2103,"Orlando,FL,USA","209 Scottsdale Square, Orange County, FL 32792, USA",FL,US,"$1,700",126650.0,0.0
2104,"Orlando,FL,USA","5501 Arnold Palmer Drive, Orlando, FL 32811, USA",FL,US,"$1,850",137825.0,0.0
2105,"Orlando,FL,USA","Florida Bay Drive, Orange County, FL 32824, USA",FL,US,"$2,700",201150.0,0.0
2106,"Orlando,FL,USA","238 Phillips Place, Orlando, FL 32806, USA",FL,US,"$1,975",147137.5,0.0
2108,"Orlando,FL,USA","Orlando, FL",FL,US,"$25,590",1906455.0,0.0
2109,"Orlando,FL,USA","1701 Walnut Avenue, Winter Park, FL 32789, USA",FL,US,"$8,000",596000.0,0.0
2110,"Orlando,FL,USA","Orlando, FL, 32896",FL,US,"$14,250",1061625.0,0.0
2111,"Orlando,FL,USA","2903 Conway Gardens Road, Orlando, FL 32806, USA",FL,US,"$3,600",268200.0,18625.0
2112,"Orlando,FL,USA","Orlando, FL",FL,US,"$5,850",435825.0,0.0
2113,"Orlando,FL,USA","Orlando, FL",FL,US,"$3,720",277140.0,0.0
2114,"Orlando,FL,USA","Orlando, FL",FL,US,"$3,270",243615.0,0.0
2115,"Orlando,FL,USA","6111 Curry Ford Road, Orlando, FL 32822, USA",FL,US,"$1,900",141550.0,0.0
2116,"Orlando,FL,USA","Orlando, FL, 32896",FL,US,"$11,700",871650.0,0.0
2117,"Orlando,FL,USA","Orlando, FL, 32896",FL,US,"$11,820",880590.0,0.0
2118,"Orlando,FL,USA","unnamed road, MetroWest, Orlando, FL 32835, USA",FL,US,"$2,100",156450.0,0.0
2119,"Orlando,FL,USA","Orlando, FL, 32896",FL,US,"$13,440",1001280.0,0.0
2120,"Orlando,FL,USA","1425 Lake Baldwin Lane, Orlando, FL 32814, USA",FL,US,"$3,000",223500.0,0.0
2122,"Orlando,FL,USA","Orlando, FL",FL,US,"$4,320",321840.0,0.0
2123,"Orlando,FL,USA","The Grande, East-West Expressway, Orlando, FL 32896, USA",FL,US,"$2,050",152725.0,0.0
2124,"Orlando,FL,USA","unnamed road, Orlando, FL 32811, USA",FL,US,"$1,800",134100.0,
2125,"Orlando,FL,USA","Orlando, FL",FL,US,"$6,360",473820.0,0.0
2126,"Orlando,FL,USA","MetroWest Golf Club, Lake Debra Drive, MetroWest, Orlando, FL 32835, USA",FL,US,"$1,350",100575.0,0.0
2127,"Orlando,FL,USA","Orlando, FL",FL,US,"$8,790",654855.0,0.0
2128,"Orlando,FL,USA","Orlando, FL",FL,US,"$6,480",482760.0,0.0
2129,"Orlando,FL,USA","Orlando, FL, 32896",FL,US,"$17,370",1294065.0,0.0
2130,"Orlando,FL,USA","Orlando, FL, 32896",FL,US,"$11,100",826950.0,0.0
2132,"Orlando,FL,USA","Meadow Woods Middle School, Rhode Island Woods Circle, Meadow Woods, Orange County, FL 32824, USA",FL,US,"$1,100",81950.0,0.0
2133,"Orlando,FL,USA","Orlando, FL, 32896",FL,US,"$13,290",990105.0,0.0
2134,"Orlando,FL,USA","Orlando Regional Medical Center – Lucerne Pavilion, Main Lane, Orlando, FL 32801, USA",FL,US,"$2,146",159877.0,0.0
2135,"Orlando,FL,USA","Cypress Fairway Apartments, Southlawn Avenue, Orlando, FL 32811, USA",FL,US,"$1,700",126650.0,0.0
2136,"Orlando,FL,USA","Orlando, FL, 32896",FL,US,"$45,000",3352500.0,0.0
2137,"Orlando,FL,USA","Orlando, FL, 32896",FL,US,"$32,490",2420505.0,0.0
2138,"Orlando,FL,USA","Winter Park, FL",FL,US,"$3,030",225735.0,0.0
2139,"Orlando,FL,USA","Orlando, FL",FL,US,"$12,270",914115.0,0.0
2140,"Orlando,FL,USA","7578 Cranes Creek Court, Orange County, FL 32792, USA",FL,US,"$2,050",152725.0,0.0
2141,"Orlando,FL,USA","Piccadilly Lane, MetroWest, Orlando, FL 32835, USA",FL,US,"$1,517",113016.5,0.0
2142,"Orlando,FL,USA","2279 Carlton Drive, Conway, FL 32806, USA",FL,US,"$1,800",134100.0,0.0
2143,"Orlando,FL,USA","Orlando, FL, 32896",FL,US,"$7,290",543105.0,0.0
2144,"Orlando,FL,USA","2503 North Orange Blossom Trail, Orlando, FL 32804, USA",FL,US,"$2,225",165762.5,7450.0
2146,"Orlando,FL,USA","Orlando, FL",FL,US,"$8,460",630270.0,0.0
2147,"Orlando,FL,USA","Koshiba Aly, Orlando, FL 32832, USA",FL,US,"$3,468",258366.0,0.0
2148,"Orlando,FL,USA","Orlando, FL, 32896",FL,US,"$7,080",527460.0,0.0
2149,"Orlando,FL,USA","4254 Thornbriar Lane, Orlando, FL 32822, USA",FL,US,"$1,549",115400.5,0.0
2150,"Orlando,FL,USA","3359 Hamlet Loop, Casselberry, FL 32792, USA",FL,US,"$2,095",156077.5,0.0
2151,"Orlando,FL,USA","Alley 214, Orlando, FL 32832, USA",FL,US,"$3,100",230950.0,0.0
2152,"Orlando,FL,USA","3753 Ethan Lane, Orlando, FL 32814, USA",FL,US,"$3,000",223500.0,0.0
2153,"Orlando,FL,USA","Orlando, FL",FL,US,"$2,850",212325.0,0.0
2154,"Orlando,FL,USA","Orlando, FL, 32896",FL,US,"$6,090",453705.0,0.0
2156,"Orlando,FL,USA","1910 Lake Atrium Circle, Oak Ridge, FL 32839, USA",FL,US,"$1,500",111750.0,0.0
2157,"Orlando,FL,USA","3529 Windy Walk Way, Orange County, FL 32837, USA",FL,US,"$1,900",141550.0,0.0
2158,"Orlando,FL,USA","Orlando, FL",FL,US,"$3,810",283845.0,0.0
2159,"Orlando,FL,USA","Orlando, FL",FL,US,"$4,560",339720.0,0.0
2160,"Orlando,FL,USA","8805 Latrec Avenue, Orange County, FL 32819, USA",FL,US,"$1,900",141550.0,0.0
2161,"Orlando,FL,USA","Orlando, FL",FL,US,"$7,950",592275.0,0.0
2162,"Orlando,FL,USA","Orlando, FL",FL,US,"$7,410",552045.0,0.0
2163,"Orlando,FL,USA",3697 Atrium Dr,FL,US,"$3,120",232440.0,0.0
2164,"Orlando,FL,USA","8421 South Orange Blossom Trail, Orlando, FL 32809, USA",FL,US,"$2,000",149000.0,0.0
2165,"Orlando,FL,USA","Language Way, Orange County, FL 32832, USA",FL,US,"$3,480",259260.0,0.0
2166,"Orlando,FL,USA","unnamed road, Orlando, FL 32832, USA",FL,US,"$1,850",137825.0,0.0
2167,"Orlando,FL,USA","Orlando, FL",FL,US,"$2,970",221265.0,0.0
2168,"Orlando,FL,USA","Battery Park Loop, Orlando, FL 32839, USA",FL,US,"$2,000",149000.0,0.0
2170,"Orlando,FL,USA","9098 Lower Carrel Circle, Orlando, FL 32827, USA",FL,US,"$2,000",149000.0,0.0
2171,"Orlando,FL,USA","13358 Heron Cove Drive, Hunter's Creek, Orange County, FL 32837, USA",FL,US,"$2,372",176714.0,0.0
2172,"Orlando,FL,USA","Orlando, FL",FL,US,"$9,450",704025.0,0.0
2173,"Orlando,FL,USA","Orlando, FL",FL,US,"$6,300",469350.0,0.0
2174,"Orlando,FL,USA","171 Vanderbilt Street, Orlando, FL 32804, USA",FL,US,"$2,100",156450.0,0.0
2175,"Orlando,FL,USA","6488 Daysbrook Drive, MetroWest, Orlando, FL 32835, USA",FL,US,"$2,300",171350.0,0.0
2176,"Orlando,FL,USA","Orlando, FL",FL,US,"$11,400",849300.0,0.0
2177,"Orlando,FL,USA","Orlando, FL",FL,US,"$5,130",382185.0,0.0
2178,"Orlando,FL,USA","Orlando, FL",FL,US,"$7,500",558750.0,0.0
2180,"Orlando,FL,USA","1936 Rouse Road, Alafaya, FL 32817, USA",FL,US,"$1,800",134100.0,0.0
2181,"Orlando,FL,USA","8215 Tansy Drive, Dr. Phillips, FL 32819, USA",FL,US,"$4,200",312900.0,0.0
2182,"Orlando,FL,USA","Orlando, FL",FL,US,"$7,500",558750.0,0.0
2183,"Orlando,FL,USA","11365 Biography Way, Orange County, FL 32832, USA",FL,US,"$2,700",201150.0,0.0
2184,"Orlando,FL,USA","Orlando, FL",FL,US,"$5,280",393360.0,0.0
2185,"Ottawa,CA","137 Rideau Terrace, Ottawa, ON K1M 1B2, Canada",CA,CA,"$3,373",251288.5,0.0
2186,"Ottawa,CA","Parliamentary Precinct, Gatineau, QC J8X 3T2, Canada",CA,CA,"$5,016",373692.0,0.0
2187,"Ottawa,CA","Gatineau, QC J9A 3W4, Canada",CA,CA,"$1,647",122701.5,0.0
2188,"Ottawa,CA","Ottawa, Beacon Heights, ON, CA",CA,CA,$950,70775.0,10653.5
2189,"Ottawa,CA","86 Rallidale Street, Ottawa, ON K1X 1G6, Canada",CA,CA,"$2,998",223351.0,0.0
2190,"Ottawa,CA","Altavista, Ottawa, ON K1G 1S1, Canada",CA,CA,"$5,246",390827.0,0.0
2191,"Ottawa,CA","Gatineau, Hull, QC, CA",CA,CA,$900,67050.0,10057.5
2192,"Ottawa,CA","(Old) Ottawa, Rideau-Rockcliffe, ON, CA",CA,CA,"$1,370",102065.0,15272.5
2194,"Ottawa,CA","Ottawa, ON K2A 1Y1, Canada",CA,CA,"$4,250",316625.0,0.0
2195,"Ottawa,CA","(Old) Ottawa, Rideau-Rockcliffe, ON, CA",CA,CA,$860,64070.0,9610.5
2196,"Ottawa,CA","Carleton Place, ON K7C 3H2, Canada",CA,CA,"$3,523",262463.5,0.0
2197,"Ottawa,CA","Parliamentary Precinct, Gatineau, QC J8X 3N4, Canada",CA,CA,"$2,106",156897.0,0.0
2198,"Ottawa,CA","255 York Street, Ottawa, ON K1N 5T9, Canada",CA,CA,"$1,113",82918.5,0.0
2199,"Ottawa,CA","Ottawa, ON K1Y 1B6, Canada",CA,CA,"$3,408",253896.0,0.0
2200,"Ottawa,CA","Gatineau, QC J8T 2G7, Canada",CA,CA,"$5,629",419360.5,0.0
2201,"Ottawa,CA","Gatineau, QC J8P 1P3, Canada",CA,CA,"$3,676",273862.0,0.0
2202,"Ottawa,CA","111 Riverdale Avenue, Ottawa, ON K1S 5H6, Canada",CA,CA,"$2,499",186175.5,0.0
2204,"Ottawa,CA","309 Frost Avenue, Ottawa, ON K1H 5M9, Canada",CA,CA,"$4,060",302470.0,0.0
2205,"Ottawa,CA","Gatineau, QC J8X 3R1, Canada",CA,CA,"$2,566",191167.0,0.0
2206,"Ottawa,CA","Carleton Place, ON K7C 3H2, Canada",CA,CA,"$3,523",262463.5,0.0
2207,"Ottawa,CA","Ottawa, Stittsville, ON, CA",CA,CA,"$2,100",156450.0,23467.5
2208,"Ottawa,CA","341 Athlone Avenue, Ottawa, ON K1Z 5M3, Canada",CA,CA,"$2,873",214038.5,0.0
