City,Price,Rooms,Bathrooms,Area,Location,Amenities,Dogs_allowed,Cats_allowed,Deposite
Frankfurt,€690,6,1,13m,"Walter-Kolb-Straße 14, 60594 Frankfurt, Germany","['Furnished', 'Washer/Dryer In Unit', 'Utilities Included']",not allowed,not allowed,"€1,035"
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Frankfurt,"€2,100",2,1,39m,"Rothschildallee 43, 60389 Frankfurt, Germany","['Balcony', 'Elevator']",not allowed,not allowed,0
Frankfurt,€800,3,1,unknown,"Gref-Völsing-Straße 15, 60314 Frankfurt, Germany",[],not allowed,not allowed,"€1,200"
Frankfurt,€799,1,1,unknown,"Mainluststraße 6, 60329 Frankfurt, Germany",[],not allowed,not allowed,0
Frankfurt,"€1,800",1,1,unknown,"Reuterweg 54, 60323 Frankfurt, Germany","['Washer/Dryer In Unit', 'Balcony']",not allowed,not allowed,0
Frankfurt,"€1,433",1,1,21m,"Borsigallee, 60388 Frankfurt, Germany","['Furnished', 'Parking', 'Washer/Dryer In Unit', 'Utilities Included', 'Dishwasher']",not allowed,not allowed,€200
Frankfurt,€790,1,1,16m,"Kettenhofweg 75, 60325 Frankfurt, Germany",[],not allowed,not allowed,0
Frankfurt,"€2,400",3,1,unknown,"Parkstraße 11, 60322 Frankfurt, Germany",['Washer/Dryer In Unit'],not allowed,not allowed,0
Frankfurt,€799,1,1,unknown,"Staufenstraße 34, 60323 Frankfurt, Germany",['Balcony'],not allowed,not allowed,0
Frankfurt,€750,4,1,unknown,"Einkaufsmeile Leipziger Straße, Leipziger Straße 62a, 60487 Frankfurt, Germany",[],not allowed,not allowed,"€1,125"
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Frankfurt,€770,4,1,unknown,"Münchener Straße 11, 60329 Frankfurt, Germany",[],not allowed,not allowed,"€1,155"
Frankfurt,€870,3,1,17m,"Emil-Claar-Straße 17, 60322 Frankfurt, Germany","['Furnished', 'Washer/Dryer In Unit', 'Utilities Included']",not allowed,not allowed,"€1,305"
Frankfurt,"€1,350",1,1,25m,"Cranachstraße 6, 60596 Frankfurt, Germany","['Dishwasher', 'Elevator']",not allowed,not allowed,0
Frankfurt,"€1,890",1,1,unknown,"Kölner Straße 4, 60327 Frankfurt, Germany","['Parking', 'Washer/Dryer In Unit', 'Furnished', 'Elevator', 'Dishwasher', 'Air Conditioning']",not allowed,not allowed,"€1,000"
Frankfurt,€899,1,1,unknown,"Staufenstraße 34, 60323 Frankfurt, Germany",[],not allowed,not allowed,0
Frankfurt,€770,4,1,30m,"Kaiserstraße 39, 60329 Frankfurt, Germany","['Furnished', 'Washer/Dryer In Unit', 'Utilities Included']",not allowed,not allowed,"€1,155"
Frankfurt,€695,2,1,11m,"Gref-Völsing-Straße 23, 60314 Frankfurt, Germany","['Furnished', 'Washer/Dryer In Unit', 'Utilities Included']",not allowed,not allowed,"€1,042"
Frankfurt,"€2,500",1,1,60m,"Affentorplatz 12, 60594 Frankfurt, Germany","['Washer/Dryer In Unit', 'Dishwasher']",not allowed,not allowed,0
Frankfurt,"€2,499",1,1,60m,"Gutleutstraße 55, 60329 Frankfurt, Germany","['Washer/Dryer In Unit', 'Balcony', 'Dishwasher', 'Elevator', 'Wheelchair Accessible']",not allowed,not allowed,0
Frankfurt,"€1,745",Studio,1,31m,"Triftstraße 53, 60528 Frankfurt, Germany","['Furnished', 'Parking', 'Washer/Dryer In Unit', 'Air Conditioning', 'Utilities Included', 'Storage']",not allowed,not allowed,"€1,000"
Frankfurt,€899,1,1,unknown,"Münchener Straße 51, 60329 Frankfurt, Germany",[],not allowed,not allowed,0
Frankfurt,"€1,299",1,1,30m,"Schwanenstraße 12, 60314 Frankfurt, Germany","['Balcony', 'Dishwasher', 'Elevator']",allowed,allowed,0
Frankfurt,"€1,446",Studio,1,25m,"Triftstraße 53, 60528 Frankfurt, Germany","['Furnished', 'Parking', 'Washer/Dryer In Unit', 'Utilities Included', 'Storage']",not allowed,not allowed,"€1,000"
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Frankfurt,"€1,101",1,1,24m,"Panorama Residenz, Ostparkstraße 45, 60385 Frankfurt, Germany","['Furnished', 'Washer/Dryer In Unit', 'Utilities Included']",not allowed,not allowed,"€1,101"
Frankfurt,"€2,588",Studio,1,27m,"Gutleutstraße 59, 60329 Frankfurt, Germany","['Furnished', 'Washer/Dryer In Unit', 'Utilities Included']",not allowed,not allowed,0
Frankfurt,€899,1,1,unknown,"Hochstraße 54, 60313 Frankfurt, Germany",[],not allowed,not allowed,0
Frankfurt,€750,2,1,unknown,"Gref-Völsing-Straße 15, 60314 Frankfurt, Germany",[],not allowed,not allowed,"€1,125"
Frankfurt,€899,1,1,unknown,"Bettinaplatz 2, 60325 Frankfurt, Germany",[],not allowed,not allowed,0
Frankfurt,"€2,500",1,1,67m,"Friedberger Anlage 7, 60314 Frankfurt, Germany","['Dishwasher', 'Washer/Dryer In Unit']",allowed,allowed,0
Frankfurt,"€2,650",2,1,55m,"Eden, Europa-Allee 11, 60327 Frankfurt, Germany","['Furnished', 'Parking', 'Washer/Dryer In Unit', 'Air Conditioning', 'Utilities Included', 'Storage', 'Dishwasher']",allowed,allowed,"€2,650"
Frankfurt,"€3,902",2,2,646sf,"65760 Eschborn, Germany","['Balcony', 'Dishwasher']",not allowed,not allowed,0
Frankfurt,€890,1,1,25m,"Waldstraße 162, 63263 Neu-Isenburg, Germany",['Balcony'],not allowed,not allowed,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Frankfurt,"€2,400",1,1,unknown,"Kleyerstraße 1, 60326 Frankfurt, Germany","['Parking', 'Washer/Dryer In Unit', 'Furnished', 'Elevator']",not allowed,not allowed,"€1,095"
Frankfurt,€810,7,1,unknown,"Kettenhofweg 75, 60325 Frankfurt, Germany",[],not allowed,not allowed,"€1,215"
Frankfurt,€860,5,1,20m,"Leipziger Straße 43, 60487 Frankfurt, Germany","['Furnished', 'Washer/Dryer In Unit', 'Utilities Included']",not allowed,not allowed,"€1,290"
Frankfurt,"€1,650",2,1,50m,"Hessenplatz 3, 60487 Frankfurt, Germany","['Balcony', 'Dishwasher', 'Washer/Dryer In Unit']",allowed,allowed,0
Frankfurt,"€2,520",1,1,38m,"Cranachstraße 10, 60596 Frankfurt, Germany","['Dishwasher', 'Washer/Dryer In Unit']",allowed,allowed,0
Frankfurt,€860,1,1,25m,"Schweizer Straße 10, 60594 Frankfurt, Germany",[],not allowed,not allowed,0
Frankfurt,"€2,490",2,1,70m,"Am Graf-de-Chardonnet-Platz 15, 65451 Kelsterbach, Germany","['Dishwasher', 'Elevator', 'Washer/Dryer In Unit', 'Wheelchair Accessible']",not allowed,not allowed,0
Frankfurt,"€4,236",1,1,unknown,"Frankfurt, Hesse, Germany","['Balcony', 'Parking', 'Dishwasher']",allowed,allowed,0
Frankfurt,"€1,350",1,1,unknown,"Niedenau 7, 60325 Frankfurt, Germany","['Washer/Dryer In Unit', 'Furnished']",not allowed,not allowed,€500
Frankfurt,"€1,950",1,1,64m,"Praedium, Europa-Allee 101-103, 60486 Frankfurt, Germany","['Washer/Dryer In Unit', 'Balcony', 'Dishwasher', 'Elevator']",not allowed,not allowed,0
Frankfurt,"€3,012",Studio,1,35m,"Königsteiner Straße 72-74, 65812 Bad Soden am Taunus, Germany","['Furnished', 'Parking', 'Washer/Dryer In Unit', 'Air Conditioning', 'Utilities Included']",not allowed,not allowed,0
Frankfurt,€740,4,1,18m,"Freiligrathstraße 54, 60385 Frankfurt, Germany","['Furnished', 'Washer/Dryer In Unit', 'Utilities Included']",not allowed,not allowed,"€1,110"
Frankfurt,"€2,550",1,1,23m,"The Flag West M., Bockenheimer Landstraße 38-40, 60323 Frankfurt, Germany","['Elevator', 'Wheelchair Accessible']",allowed,allowed,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Frankfurt,"€3,456",2,1,861sf,"61118 Bad Vilbel, Germany","['Parking', 'Dishwasher', 'Garden']",not allowed,not allowed,0
Frankfurt,€750,3,1,unknown,"Grüneburgweg 106, 60323 Frankfurt, Germany",[],not allowed,not allowed,"€1,125"
Frankfurt,€775,2,1,13m,"WestendGate, Hamburger Allee, 60486 Frankfurt, Germany","['Furnished', 'Washer/Dryer In Unit', 'Utilities Included']",not allowed,not allowed,"€1,162"
Frankfurt,€899,1,1,unknown,"Ingolstädter Straße 33, 60316 Frankfurt, Germany",[],not allowed,not allowed,0
Frankfurt,"€1,300",1,1,28m,"Panorama Residenz, Ostparkstraße 45, 60385 Frankfurt, Germany",[],not allowed,not allowed,0
Frankfurt,"€2,863",2,1,35m,"Gateway Gardens Mitte, Amelia-Mary-Earhart-Straße, 60549 Frankfurt, Germany","['Furnished', 'Parking', 'Washer/Dryer In Unit', 'Air Conditioning', 'Utilities Included', 'Storage', 'Dishwasher']",not allowed,not allowed,0
Frankfurt,"€3,649",5,1,95m,"Am Gaßgang 31, 61440 Oberursel, Germany","['Balcony', 'Dishwasher', 'Washer/Dryer In Unit']",not allowed,not allowed,0
Frankfurt,"€1,650",1,1,40m,"Mulanskystraße 4, 60487 Frankfurt, Germany",['Balcony'],not allowed,not allowed,0
Frankfurt,€950,1,1,unknown,"Töngesgasse 31, 60311 Frankfurt, Germany",['Balcony'],not allowed,not allowed,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Frankfurt,"€1,500",3,1,64m,"In der Roterde 25, 60435 Frankfurt, Germany","['Dishwasher', 'Washer/Dryer In Unit']",not allowed,not allowed,0
Frankfurt,"€1,150",1,1,40m,"Offenbacher Landstraße 294, 60599 Frankfurt, Germany","['Balcony', 'Dishwasher']",not allowed,not allowed,0
Frankfurt,"€2,398",Studio,1,19m,"Gutleutstraße 45, 60329 Frankfurt, Germany","['Furnished', 'Washer/Dryer In Unit', 'Air Conditioning', 'Utilities Included', 'Dishwasher']",not allowed,not allowed,0
Frankfurt,"€1,700",1,1,unknown,"Stiftstraße 30, 60313 Frankfurt, Germany","['Washer/Dryer In Unit', 'Balcony']",not allowed,not allowed,0
Frankfurt,"€1,650",2,1,39m,"Bodelschwinghstraße 70, 61118 Frankfurt, Germany","['Balcony', 'Dishwasher', 'Washer/Dryer In Unit', 'Student Friendly']",allowed,allowed,0
Munich,"€2,602",Studio,1,25m,"Gneisenaustraße 23, 80992 Munich, Germany","['Furnished', 'Parking', 'Storage', 'Washer/Dryer In Unit', 'Utilities Included', 'Dishwasher']",allowed,allowed,0
Munich,€970,4,1,unknown,"Green Levels, Tübinger Straße, 80686 Munich, Germany",[],not allowed,not allowed,"€1,455"
Munich,"€2,194",Studio,1,42m,"Theresienhöhe 6, 80339 Munich, Germany","['Furnished', 'Parking', 'Washer/Dryer In Unit', 'Dishwasher']",not allowed,not allowed,"€2,050"
Munich,"€2,700",4,2,80m,"Gareisstraße 1, 80937 Munich, Germany","['Furnished', 'Parking', 'Washer/Dryer In Unit', 'Dishwasher']",not allowed,not allowed,"€1,000"
Munich,"€2,267",Studio,1,20m,"Neuperlach Süd, Carl-Wery-Straße, 81739 Munich, Germany","['Furnished', 'Parking', 'Washer/Dryer In Unit', 'Air Conditioning', 'Utilities Included', 'Dishwasher']",not allowed,not allowed,0
Munich,€895,4,1,unknown,"Green Levels, Tübinger Straße, 80686 Munich, Germany",[],not allowed,not allowed,"€1,342"
Munich,"€1,701",Studio,1,23m,"Prinzregentenstraße 150, 81677 Munich, Germany","['Furnished', 'Washer/Dryer In Unit', 'Dishwasher']",not allowed,not allowed,"€3,180"
Munich,€895,3,1,unknown,"Deisenhofener Straße 4, 81539 Munich, Germany",[],not allowed,not allowed,"€1,342"
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Munich,"€1,400",1,1,40m,"Potsdamer Straße 11b, 80802 Munich, Germany","['Washer/Dryer In Unit', 'Wheelchair Accessible', 'Elevator', 'Dishwasher']",not allowed,not allowed,0
Munich,"€1,170",3,1,unknown,"Gorillas, Fraunhoferstraße 10, 80469 Munich, Germany",[],not allowed,not allowed,"€1,755"
Munich,"€2,139",Studio,1,30m,"Fritz-Erler-Straße 30, 81737 Munich, Germany",['Balcony'],not allowed,not allowed,0
Munich,"€2,267",Studio,1,21m,"Neuperlach Süd, Carl-Wery-Straße, 81739 Munich, Germany","['Furnished', 'Parking', 'Washer/Dryer In Unit', 'Air Conditioning', 'Utilities Included', 'Dishwasher']",not allowed,not allowed,0
Munich,"€3,603",3,1,35m,"Krüner Straße 33, 81373 Munich, Germany","['Furnished', 'Parking', 'Washer/Dryer In Unit', 'Utilities Included', 'Storage', 'Dishwasher']",allowed,allowed,0
Munich,"€4,066",Studio,1,31m,"M-Suites, Hofmannstraße, 81379 Munich, Germany","['Furnished', 'Parking', 'Washer/Dryer In Unit', 'Air Conditioning', 'Utilities Included', 'Storage', 'Dishwasher']",allowed,allowed,0
Munich,"€3,300",2,1,33m,"Marriott Courtyard, Orleansstraße 83, 81667 Munich, Germany","['Air Conditioning', 'Dishwasher', 'Elevator']",allowed,allowed,0
Munich,"€3,540",Studio,1,24m,"M-Suites, Hofmannstraße, 81379 Munich, Germany","['Furnished', 'Washer/Dryer In Unit', 'Air Conditioning', 'Utilities Included', 'Storage', 'Dishwasher']",allowed,allowed,0
Munich,€820,5,1,unknown,"Grünwalder Straße 119, 81547 Munich, Germany",[],not allowed,not allowed,"€1,230"
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Munich,"€3,090",4,1,78m,"Südparkallee 8, 81379 Munich, Germany","['Furnished', 'Washer/Dryer In Unit', 'Dishwasher']",not allowed,not allowed,"€4,000"
Munich,"€1,690",2,1,38m,"Herrenchiemseestraße 30, 81669 Munich, Germany","['Furnished', 'Parking', 'Washer/Dryer In Unit', 'Utilities Included', 'Dishwasher']",not allowed,not allowed,"€1,690"
Munich,"€5,000",5,1,150m,"Panorama Towers, Erika-Mann-Straße 17, 80636 Munich, Germany","['Balcony', 'Dishwasher', 'Elevator', 'Wheelchair Accessible']",allowed,allowed,0
Munich,"€2,030",1,1,19m,"Leica Geosystems GmbH Vertrieb Deutschland, Triebstraße, 80993 Munich, Germany","['Furnished', 'Parking', 'Washer/Dryer In Unit', 'Air Conditioning', 'Storage', 'Dishwasher']",not allowed,not allowed,0
Munich,"€2,300",1,1,72m,"Bürkleinstraße 13, 80538 Munich, Germany","['Balcony', 'Fireplace', 'Dishwasher']",not allowed,not allowed,0
Munich,"€2,300",1,1,72m,"Bürkleinstraße 13, 80538 Munich, Germany","['Balcony', 'Fireplace', 'Dishwasher']",not allowed,not allowed,0
Munich,"€4,221",Studio,1,39m,"Münchner Industriebuchbinderei Urban Meister, Bahnhofstraße 5, 85609 Dornach, Germany","['Furnished', 'Parking', 'Washer/Dryer In Unit', 'Air Conditioning', 'Utilities Included', 'Storage', 'Dishwasher']",allowed,allowed,€250
Munich,€855,3,1,58m,"Lindwurmstraße 187, 80337 Munich, Germany",['Dishwasher'],not allowed,not allowed,0
Munich,"€3,345",Studio,1,56m,"Schatzbogen 35, 81829 Munich, Germany","['Furnished', 'Parking', 'Washer/Dryer In Unit', 'Air Conditioning', 'Utilities Included', 'Storage']",allowed,allowed,€250
Munich,"€3,450",1,1,36m,"Karl-Hammerschmidt-Straße 49, 85609 Dornach, Germany","['Furnished', 'Parking', 'Washer/Dryer In Unit', 'Air Conditioning', 'Utilities Included', 'Storage', 'Dishwasher']",not allowed,not allowed,0
Munich,"€1,850",2,1,60m,"Clemensstraße 116, 80796 Munich, Germany","['Furnished', 'Washer/Dryer In Unit', 'Dishwasher']",allowed,allowed,"€5,550"
Munich,"€2,685",Studio,1,20m,"Ghostbike, Gmunder Straße, 81379 Munich, Germany","['Furnished', 'Washer/Dryer In Unit', 'Air Conditioning', 'Utilities Included', 'Storage', 'Dishwasher']",not allowed,not allowed,0
Munich,"€2,200",2,1,90m,"Eschenrieder Straße 15, 81249 Munich, Germany","['Dishwasher', 'Washer/Dryer In Unit']",not allowed,not allowed,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Munich,"€2,439",Studio,1,25m,"Rioca Munich - Posto 3, Baierbrunner Straße 38, 81379 Munich, Germany","['Furnished', 'Parking', 'Washer/Dryer In Unit', 'Air Conditioning', 'Utilities Included', 'Storage', 'Dishwasher']",allowed,allowed,0
Munich,€900,5,1,11m,"Green Levels, Tübinger Straße, 80686 Munich, Germany","['Furnished', 'Washer/Dryer In Unit', 'Utilities Included']",not allowed,not allowed,"€1,350"
Munich,"€2,844",Studio,1,27m,"P01, Schwere-Reiter-Straße, 80797 Munich, Germany","['Furnished', 'Parking', 'Washer/Dryer In Unit', 'Utilities Included', 'Storage']",not allowed,not allowed,0
Munich,€915,3,1,unknown,"Schmied-Kochel-Straße 16, 81371 Munich, Germany",[],not allowed,not allowed,"€1,372"
Munich,€975,4,1,10m,"Green Levels, Tübinger Straße, 80686 Munich, Germany","['Furnished', 'Washer/Dryer In Unit', 'Utilities Included']",not allowed,not allowed,"€1,462"
Munich,"€3,600",2,1,68m,"Karl-Hammerschmidt-Straße 49, 85609 Dornach, Germany","['Furnished', 'Parking', 'Washer/Dryer In Unit', 'Utilities Included', 'Storage', 'Dishwasher']",not allowed,not allowed,€500
Munich,"€2,090",Studio,1,unknown,"Dorpater Straße 9, 81927 Munich, Germany",[],not allowed,not allowed,0
Munich,€850,5,1,9m,"Einsteinstraße 46, 81675 Munich, Germany","['Furnished', 'Washer/Dryer In Unit', 'Utilities Included']",not allowed,not allowed,"€1,275"
Munich,"€3,220",Studio,1,40m,"Leopoldstraße 204a, 80804 Munich, Germany","['Furnished', 'Parking', 'Washer/Dryer In Unit', 'Air Conditioning', 'Utilities Included', 'Storage', 'Dishwasher']",allowed,allowed,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Munich,"€4,137",2,1,45m,"Aparthotel Adagio München City, Schwanthalerstraße 61, 80336 Munich, Germany","['Furnished', 'Washer/Dryer In Unit', 'Air Conditioning', 'Utilities Included', 'Storage', 'Dishwasher']",allowed,allowed,0
Munich,"€1,449",2,1,28m,"Ridlerstraße 19, 80339 Munich, Germany","['Furnished', 'Washer/Dryer In Unit', 'Dishwasher']",not allowed,not allowed,"€2,898"
Munich,"€1,500",3,1,46m,"Kreillerstraße 133, 81825 Munich, Germany","['Furnished', 'Washer/Dryer In Unit', 'Dishwasher']",not allowed,not allowed,"€3,000"
Munich,"€3,163",Studio,1,30m,"P01, Schwere-Reiter-Straße, 80797 Munich, Germany","['Furnished', 'Parking', 'Washer/Dryer In Unit', 'Utilities Included', 'Storage']",not allowed,not allowed,0
Munich,"€2,473",Studio,1,19m,"Münchner Industriebuchbinderei Urban Meister, Bahnhofstraße 5, 85609 Dornach, Germany","['Furnished', 'Parking', 'Washer/Dryer In Unit', 'Air Conditioning', 'Utilities Included', 'Storage']",allowed,allowed,€250
Munich,"€3,270",1,1,35m,"P01, Schwere-Reiter-Straße, 80797 Munich, Germany","['Balcony', 'Elevator']",not allowed,not allowed,0
Munich,"€12,373",Studio,1,unknown,"85757 Karlsfeld, Germany","['Balcony', 'Parking', 'Dishwasher', 'Garden']",not allowed,not allowed,0
Munich,"€1,400",2,1,38m,"Kinderkrippe Mondstraße, Mondstraße, 81543 Munich, Germany",['Balcony'],not allowed,not allowed,0
Munich,"€2,285",1,1,unknown,"Munich, Bavaria, Germany",['Elevator'],not allowed,not allowed,0
Munich,"€1,701",Studio,1,23m,"Prinzregentenstraße 150, 81677 Munich, Germany","['Furnished', 'Washer/Dryer In Unit', 'Dishwasher']",not allowed,not allowed,"€3,180"
Munich,"€4,478",2,1,43m,"Wasserburger Landstraße 10, 81825 Munich, Germany","['Furnished', 'Parking', 'Washer/Dryer In Unit', 'Air Conditioning', 'Utilities Included', 'Storage', 'Dishwasher']",allowed,allowed,0
Munich,"€1,590",1,1,33m,"Albert-Roßhaupter-Straße 74, 81369 Munich, Germany","['Balcony', 'Dishwasher', 'Elevator', 'Washer/Dryer In Unit']",not allowed,not allowed,0
Munich,"€15,300",2,2,"1,464sf","Munich, Bavaria, Germany",[],not allowed,not allowed,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Munich,€970,5,1,15m,"Frauenstraße 12, 80469 Munich, Germany","['Furnished', 'Washer/Dryer In Unit', 'Utilities Included']",not allowed,not allowed,"€1,455"
Munich,€820,5,1,87m,"Klobensteiner Straße 14b, 81547 Munich, Germany",['Dishwasher'],not allowed,not allowed,0
Munich,"€1,422",1,1,23m,"Ridlerstraße 19, 80339 Munich, Germany","['Furnished', 'Washer/Dryer In Unit', 'Dishwasher']",not allowed,not allowed,"€2,658"
Munich,"€3,317",5,2,101m,"Frauenmantelanger 21, 80937 Munich, Germany","['Furnished', 'Parking', 'Washer/Dryer In Unit', 'Dishwasher']",not allowed,not allowed,"€4,000"
Munich,"€10,506",3,3,"1,130sf","Munich, Bavaria, Germany","['Air Conditioning', 'Elevator', 'Parking', 'Dishwasher']",not allowed,not allowed,0
Munich,"€4,110",2,1,56m,"Schatzbogen 35, 81829 Munich, Germany","['Air Conditioning', 'Elevator']",allowed,allowed,0
Munich,"€1,450",1,1,40m,"Kinderkrippe Mondstraße, Mondstraße, 81543 Munich, Germany",['Balcony'],not allowed,not allowed,0
Munich,"€2,080",1,1,66m,"Sauerbruchstraße 54, 81377 Munich, Germany","['Balcony', 'Dishwasher']",not allowed,not allowed,0
Munich,"€5,000",3,1,150m,"Fallmerayerstraße 26, 80796 Munich, Germany","['Dishwasher', 'Elevator']",allowed,allowed,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Munich,€895,5,1,19m,"Einsteinstraße 46, 81675 Munich, Germany","['Furnished', 'Washer/Dryer In Unit', 'Utilities Included']",not allowed,not allowed,"€1,342"
Munich,"€2,139",Studio,1,23m,"Putzbrunner Straße 71, 81739 Munich, Germany",[],not allowed,not allowed,0
Munich,"€1,650",1,1,30m,"von Wedelstaedt, Viktor-Scheffel-Straße, 80803 Munich, Germany","['Balcony', 'Dishwasher', 'Elevator']",allowed,allowed,0
Munich,"€4,000",2,1,52m,"Schleißheimer Straße 259, 80809 Munich, Germany","['Furnished', 'Parking', 'Washer/Dryer In Unit', 'Air Conditioning', 'Utilities Included', 'Storage', 'Dishwasher']",not allowed,not allowed,"€4,000"
Munich,"€1,045",3,1,unknown,"Nymphenburger Straße 107, 80636 Munich, Germany",[],not allowed,not allowed,"€1,567"
Munich,€945,4,1,16m,"Green Levels, Tübinger Straße, 80686 Munich, Germany","['Furnished', 'Washer/Dryer In Unit', 'Utilities Included']",not allowed,not allowed,"€1,417"
Munich,"€3,360",1,1,37m,"Schatzbogen 35, 81829 Munich, Germany","['Air Conditioning', 'Dishwasher', 'Elevator', 'Wheelchair Accessible']",allowed,allowed,0
Munich,€895,4,1,12m,"Fallstraße 42, 81369 Munich, Germany","['Furnished', 'Washer/Dryer In Unit', 'Utilities Included']",not allowed,not allowed,"€1,342"
Munich,"€2,500",2,1,72m,"Ehemaliges Eisenbahnausbesserungswerk Neuaubing, Papinstraße, 81249 Munich, Germany","['Washer/Dryer In Unit', 'Balcony', 'Dishwasher', 'Elevator', 'Wheelchair Accessible']",allowed,allowed,0
Munich,"€1,400",2,1,30m,"Kreillerstraße 133, 81825 Munich, Germany","['Furnished', 'Washer/Dryer In Unit', 'Dishwasher']",not allowed,not allowed,"€2,800"
Munich,"€1,600",1,1,64m,"Implerstraße 50a, 81371 Munich, Germany","['Washer/Dryer In Unit', 'Balcony', 'Fireplace', 'Dishwasher', 'Elevator']",not allowed,not allowed,0
Munich,"€3,902",Studio,1,unknown,"85521 Ottobrunn, Germany",[],not allowed,not allowed,0
Munich,"€2,790",1,1,44m,"Ottobrunner Straße 12, 81737 Munich, Germany",[],not allowed,not allowed,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Munich,"€14,408",2,3,958sf,"Munich, Bavaria, Germany",['Dishwasher'],not allowed,not allowed,0
Munich,"€2,765",Studio,1,20m,"Westendstraße 170, 80686 Munich, Germany","['Furnished', 'Parking', 'Washer/Dryer In Unit', 'Utilities Included', 'Dishwasher']",allowed,allowed,0
Munich,"€1,170",4,1,16m,"Gorillas, Fraunhoferstraße 10, 80469 Munich, Germany","['Furnished', 'Washer/Dryer In Unit', 'Utilities Included']",not allowed,not allowed,"€1,755"
Munich,€945,4,1,unknown,"Green Levels, Tübinger Straße 3, 80686 Munich, Germany",[],not allowed,not allowed,"€1,417"
Munich,"€6,521",2,1,915sf,"82131 Gauting, Germany","['Elevator', 'Parking', 'Garden']",not allowed,not allowed,0
Munich,€870,5,1,unknown,"Grünwalder Straße 119, 81547 Munich, Germany",[],not allowed,not allowed,"€1,305"
Munich,"€2,910",Studio,1,29m,"Neuperlach Süd, Carl-Wery-Straße, 81739 Munich, Germany","['Furnished', 'Parking', 'Washer/Dryer In Unit', 'Air Conditioning', 'Utilities Included', 'Dishwasher']",not allowed,not allowed,0
Munich,"€2,250",1,1,70m,"Weißenseestraße 114, 81539 Munich, Germany","['Balcony', 'Fireplace', 'Dishwasher', 'Elevator', 'Wheelchair Accessible']",allowed,allowed,0
Munich,"€4,282",Studio,1,35m,"Westendstraße 170, 80686 Munich, Germany","['Furnished', 'Parking', 'Washer/Dryer In Unit', 'Utilities Included', 'Dishwasher']",allowed,allowed,0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Munich,"€1,400",1,1,35m,"Leopoldstraße 251, 80807 Munich, Germany","['Balcony', 'Dishwasher', 'Elevator']",not allowed,not allowed,0
Munich,"€1,095",4,1,unknown,"Maistraße 10, 80337 Munich, Germany",[],not allowed,not allowed,"€1,642"
Munich,"€1,190",5,1,unknown,"Kapuzinerstraße 35, 80469 Munich, Germany",[],not allowed,not allowed,"€1,785"
Munich,"€2,200",3,1,56m,"Leonrodstraße 27, 80636 Munich, Germany","['Balcony', 'Dishwasher', 'Elevator', 'Washer/Dryer In Unit', 'Wheelchair Accessible']",allowed,allowed,0
Munich,"€1,850",1,1,75m,"August-Exter-Straße 26, 81245 Munich, Germany",['Dishwasher'],not allowed,not allowed,0
Munich,"€1,150",4,2,unknown,"Barer Straße 58b, 80799 Munich, Germany","['Washer/Dryer In Unit', 'Furnished', 'Elevator', 'Dishwasher']",not allowed,not allowed,"€1,150"
Munich,"€10,618",3,1,"1,076sf","81927 Munich, Germany","['Parking', 'Dishwasher']",not allowed,not allowed,0
Munich,"€4,155",Studio,1,22m,"Landwehrstraße 75, 80336 Munich, Germany","['Furnished', 'Parking', 'Washer/Dryer In Unit', 'Utilities Included', 'Storage', 'Dishwasher']",allowed,allowed,0
Munich,"€3,316",1,1,592sf,"Munich, Bavaria, Germany","['Balcony', 'Dishwasher']",not allowed,not allowed,0
Munich,"€1,150",4,2,unknown,"Kapuzinerstraße, 80337 Munich, Germany","['Washer/Dryer In Unit', 'Furnished', 'Elevator', 'Dishwasher']",not allowed,not allowed,"€1,150"
Munich,"€1,095",1,1,45m,"Alte Münchner Straße 45, 85774 Unterföhring, Germany",['Dishwasher'],not allowed,not allowed,0
Munich,"€3,785",Studio,1,26m,"the niu Fury, Otto-Hahn-Straße, 85609 Dornach, Germany","['Furnished', 'Parking', 'Washer/Dryer In Unit', 'Air Conditioning', 'Utilities Included']",not allowed,not allowed,0
Munich,"€2,843",Studio,1,37m,"Schatzbogen 35, 81829 Munich, Germany","['Furnished', 'Parking', 'Washer/Dryer In Unit', 'Air Conditioning', 'Utilities Included', 'Storage', 'Dishwasher']",allowed,allowed,€250
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Munich,"€2,062",Studio,1,unknown,"Munich, Bavaria, Germany",[],not allowed,not allowed,0
Munich,"€9,977",2,2,unknown,"85521 Ottobrunn, Germany",[],not allowed,not allowed,0
